Word,Bigram,Conc.M,Conc.SD,Unknown,Total,Percent_known,SUBTLEX,Dom_Pos
stipulate,0,2.04,1.08,0,24,1.00,32,Verb
stipulation,0,2.33,1.33,1,28,0.96,9,Noun
stir,0,3.76,1.33,0,29,1.00,301,Verb
stir fry,1,4.43,0.86,0,30,1.00,0,Err:512
stir up,1,3.07,1.18,0,28,1.00,0,Err:512
stirrer,0,3.83,1.13,3,27,0.89,4,Noun
stirring,0,2.93,1.54,1,29,0.97,133,Verb
stirringly,0,1.85,1.03,1,28,0.96,0,Err:512
stirrup,0,4.9,0.31,1,30,0.97,12,Noun
stitch,0,4.32,0.77,0,28,1.00,381,Verb
stitchery,0,3.78,1.4,2,29,0.93,0,Err:512
stitching,0,4.48,0.89,1,28,0.96,32,Noun
stock,0,4.19,0.8,1,27,0.96,1300,Noun
stock exchange,1,4.29,1.05,1,29,0.97,0,Err:512
stock market,1,3.71,1.46,0,28,1.00,0,Err:512
stockade,0,4.46,0.99,1,27,0.96,74,Noun
stockbreeder,0,4.12,1.03,4,30,0.87,0,Err:512
stockbroker,0,4.32,0.94,1,29,0.97,54,Noun
stockbrokerage,0,3.37,1.64,2,29,0.93,0,Err:512
stockcar,0,4.63,0.79,1,28,0.96,0,Err:512
stocker,0,3.62,1.5,4,28,0.86,2,Noun
stockholder,0,3.97,1.13,0,30,1.00,45,Noun
stockiness,0,3.37,1.4,1,31,0.97,0,Err:512
stocking,0,4.86,0.35,0,29,1.00,134,Noun
stockings,0,4.62,0.98,0,29,1.00,190,Noun
stockkeeper,0,4.07,1.15,1,29,0.97,0,Err:512
stockless,0,2.58,1.58,2,28,0.93,0,Err:512
stockman,0,4.04,1.43,3,26,0.88,3,Name
stockowner,0,3.79,1.5,0,28,1.00,0,Err:512
stockpile,0,3.83,1.29,1,31,0.97,21,Noun
stockroom,0,4.61,0.74,0,28,1.00,28,Noun
stocks,0,3.97,1.16,0,30,1.00,208,Noun
stocky,0,3.43,1.07,0,30,1.00,9,Adjective
stockyard,0,4.58,0.81,1,32,0.97,11,Noun
stoic,0,2.19,1.36,0,27,1.00,21,Adjective
stoically,0,1.93,1.07,2,29,0.93,1,Adverb
stoicism,0,2.2,1.26,4,29,0.86,6,Noun
stoke,0,3.58,1.53,2,28,0.93,60,Name
stole,0,3.07,1.38,0,27,1.00,2711,Verb
stolen,0,2.89,1.23,0,28,1.00,1750,Verb
stoma,0,3.92,1.5,4,29,0.86,1,Noun
stomach,0,4.89,0.42,0,27,1.00,1725,Noun
stomach flu,1,3.97,1.25,0,30,1.00,0,Err:512
stomachache,0,3.46,1.29,0,28,1.00,54,Noun
stomaching,0,2,1.26,3,28,0.89,0,Err:512
stomp,0,4.41,1.09,0,29,1.00,136,Verb
stone,0,4.72,0.84,0,29,1.00,2072,Noun
stone age,1,2.9,1.52,0,29,1.00,0,Err:512
stone cold,1,2.79,1.37,0,29,1.00,0,Err:512
stonecutter,0,4.63,0.63,0,27,1.00,1,Noun
stoned,0,3.21,1.29,0,29,1.00,254,Verb
stonehearted,0,2.11,1.25,2,29,0.93,0,Err:512
stonemason,0,4.56,0.7,1,28,0.96,5,Noun
stonemasonry,0,3.36,1.5,1,26,0.96,1,Noun
stoner,0,3.78,1.31,3,30,0.90,103,Name
stonewall,0,3.56,1.66,0,25,1.00,37,Verb
stoneware,0,4.66,0.86,1,30,0.97,2,Noun
stonework,0,4.25,1,1,29,0.97,1,Noun
stoneworker,0,4.41,0.85,1,23,0.96,0,Err:512
stoning,0,3.61,1.4,0,28,1.00,4,Verb
stony,0,3.57,1.23,0,28,1.00,31,Adjective
stonyhearted,0,1.92,0.98,4,30,0.87,0,Err:512
stood,0,3.41,1.72,0,27,1.00,1315,Verb
stooge,0,3.31,1.65,1,30,0.97,56,Noun
stool,0,4.9,0.31,0,29,1.00,179,Noun
stoop,0,4.63,0.61,0,30,1.00,125,Verb
stooping,0,3.5,1.4,1,29,0.97,10,Verb
stop,0,3.68,1.28,0,25,1.00,36071,Verb
stoplight,0,4.66,0.97,0,29,1.00,16,Noun
stoppable,0,2.61,1.37,1,24,0.96,0,Err:512
stoppage,0,2.92,1.26,1,27,0.96,12,Noun
stopped,0,3.25,1.4,0,28,1.00,3844,Verb
stopper,0,4.83,0.38,0,29,1.00,26,Noun
stopping,0,3.19,1.44,0,27,1.00,1066,Verb
stopwatch,0,4.92,0.27,0,26,1.00,37,Noun
storable,0,2.7,1.51,0,27,1.00,1,Adjective
storage,0,3.47,1.2,0,30,1.00,452,Noun
store,0,4.5,0.65,0,26,1.00,4178,Noun
storefront,0,4,1.36,0,26,1.00,23,Noun
storehouse,0,4.62,0.86,0,29,1.00,16,Noun
storekeeper,0,4.69,0.76,0,29,1.00,17,Noun
storekeeping,0,3.18,1.52,0,28,1.00,1,Verb
storeroom,0,4.5,1.04,0,28,1.00,83,Noun
storewide,0,2.86,1.51,1,29,0.97,1,Adjective
storied,0,1.96,1.14,2,30,0.93,4,Adjective
stork,0,4.72,0.7,0,29,1.00,83,Name
storm,0,4.7,0.67,0,27,1.00,1574,Noun
stormily,0,2.42,1.14,2,28,0.93,1,Adverb
storminess,0,3.19,1.36,1,28,0.96,1,Noun
storming,0,3.38,1.24,0,29,1.00,41,Verb
stormy,0,3.96,1.13,0,27,1.00,74,Adjective
story,0,3.3,1.49,0,27,1.00,11260,Noun
storyboard,0,4.45,0.87,0,29,1.00,11,Noun
storybook,0,4.92,0.27,1,27,0.96,27,Noun
storyline,0,2.78,1.37,1,28,0.96,7,Noun
storyteller,0,3.88,1.07,0,26,1.00,27,Noun
storytelling,0,3.84,1.14,0,25,1.00,24,Noun
storywriter,0,4.27,0.83,0,22,1.00,1,Noun
stout,0,3.41,1.45,0,29,1.00,53,Noun
stoutheartedly,0,1.96,0.81,4,28,0.86,0,Err:512
stoutly,0,2.32,1.46,1,26,0.96,2,Adverb
stoutness,0,3.4,1.19,0,30,1.00,1,Noun
stove,0,4.96,0.19,0,28,1.00,387,Noun
stovepipe,0,4.88,0.33,2,27,0.93,8,Noun
stow,0,3.08,1.38,2,28,0.93,64,Verb
stowaway,0,3.72,1.22,0,29,1.00,34,Noun
stowing,0,3,1.14,1,28,0.96,2,Verb
straddle,0,3.74,1.32,0,27,1.00,26,Verb
straddling,0,3.7,1.23,1,28,0.96,19,Verb
straggle,0,3.29,1.15,1,29,0.97,1,Verb
straggler,0,3.57,1.26,1,29,0.97,12,Noun
straggling,0,2.52,1.16,1,28,0.96,4,Verb
straggly,0,2.88,1.26,2,26,0.92,3,Adverb
straight,0,2.76,1.41,0,29,1.00,6244,Adverb
straightaway,0,3.07,1.58,0,29,1.00,51,Adverb
straightedge,0,4.07,1.33,0,27,1.00,2,Noun
straighten,0,3.72,1.28,0,29,1.00,571,Verb
straighten up,1,3.55,1.43,0,29,1.00,0,Err:512
straightforward,0,1.89,1.09,1,28,0.96,102,Adjective
straightforwardly,0,2.3,0.93,0,23,1.00,4,Adverb
straightforwardness,0,1.82,1.22,1,29,0.97,1,Noun
straightjacket,0,4.69,0.93,0,29,1.00,7,Noun
straightly,0,2.71,1.49,4,28,0.86,6,Adverb
straightness,0,3.26,1.36,1,24,0.96,1,Noun
strain,0,3,1.31,0,28,1.00,361,Noun
strained,0,2.62,1.24,0,29,1.00,70,Verb
strainer,0,4.46,1.26,0,28,1.00,14,Noun
straining,0,2.86,1.38,0,28,1.00,45,Verb
strait,0,4.04,1.34,1,27,0.96,9,Noun
straitjacket,0,4.73,0.69,0,30,1.00,42,Noun
straitlaced,0,2.11,1.13,2,30,0.93,1,Adjective
strand,0,4.1,1.32,0,29,1.00,94,Noun
stranded,0,2.61,1.17,1,29,0.97,153,Adjective
stranding,0,2.38,1.17,2,28,0.93,2,Verb
strange,0,1.86,0.99,0,29,1.00,4408,Adjective
strangely,0,1.92,1.06,1,27,0.96,228,Adverb
strangeness,0,2.11,1.22,0,27,1.00,18,Noun
stranger,0,3.76,1.39,0,25,1.00,1377,Noun
strangle,0,4.34,1.17,0,29,1.00,223,Verb
stranglehold,0,3.08,1.28,2,26,0.92,13,Noun
strangler,0,3.77,1.21,1,27,0.96,109,Noun
strangles,0,3.46,1.45,2,30,0.93,17,Verb
strangling,0,3.81,1.27,1,27,0.96,68,Verb
strangulate,0,3.16,1.57,2,27,0.93,0,Err:512
strangulation,0,3.95,1.21,2,24,0.92,49,Noun
strap,0,4.79,0.49,0,29,1.00,263,Noun
strapless,0,3.93,1,1,30,0.97,20,Adjective
strapped,0,3.29,1.36,0,28,1.00,164,Verb
strapping,0,2.8,1.22,0,25,1.00,51,Adjective
strategic,0,1.93,1.12,0,28,1.00,132,Adjective
strategically,0,1.67,1.09,0,30,1.00,23,Adverb
strategist,0,3.14,1.56,0,28,1.00,21,Noun
strategize,0,2.15,1.19,0,26,1.00,12,Verb
strategy,0,1.93,1.16,0,29,1.00,482,Noun
stratosphere,0,3.46,1.37,0,28,1.00,24,Noun
stratospheric,0,2.52,1.22,0,27,1.00,2,Adjective
stratus,0,3.63,1.52,2,29,0.93,1,Noun
straw,0,4.77,0.65,0,26,1.00,318,Noun
straw hat,1,4.86,0.47,0,22,1.00,0,Err:512
straw man,1,3.7,1.59,1,28,0.96,0,Err:512
strawberry,0,5,0,0,29,1.00,282,Noun
strawboard,0,4.21,1.14,4,28,0.86,0,Err:512
strawflower,0,4.58,0.99,4,30,0.87,0,Err:512
strawman,0,3.32,1.49,3,31,0.90,0,Err:512
stray,0,2.76,1.35,0,29,1.00,272,Adjective
streak,0,3.67,1.09,0,30,1.00,295,Noun
streaked,0,3.69,1.17,1,30,0.97,3,Verb
streaker,0,4.24,1.23,2,27,0.93,3,Noun
streakiness,0,2.54,1.17,2,30,0.93,0,Err:512
streaky,0,3.48,1.45,0,27,1.00,6,Adjective
stream,0,4.5,1.06,0,24,1.00,410,Noun
streamer,0,4.12,1.21,1,27,0.96,2,Noun
streaming,0,3.25,1.51,0,28,1.00,48,Verb
streamline,0,2.61,1.31,1,29,0.97,26,Verb
streamlined,0,2.31,1.16,1,27,0.96,19,Adjective
streamliner,0,3.5,1.53,1,29,0.97,12,Noun
street,0,4.75,0.76,0,32,1.00,7557,Noun
street fighter,1,4.33,0.88,0,30,1.00,0,Err:512
street lamp,1,4.93,0.26,0,29,1.00,0,Err:512
street name,1,3.83,1.34,0,29,1.00,0,Err:512
street sign,1,4.75,0.65,0,28,1.00,0,Err:512
streetcar,0,4.89,0.42,0,28,1.00,65,Noun
streetlamp,0,4.92,0.39,1,27,0.96,2,Noun
streetlight,0,4.82,0.61,0,28,1.00,25,Noun
streets,0,4.77,0.63,0,30,1.00,1611,Noun
streetwalker,0,4.33,1.09,1,25,0.96,12,Noun
streetwalking,0,3.36,1.47,2,24,0.92,3,Verb
streetwise,0,1.96,1.17,0,28,1.00,9,Adjective
strength,0,2.96,1.43,0,28,1.00,1883,Noun
strengthen,0,2.5,1.22,0,30,1.00,82,Verb
strengthener,0,2.89,1.5,0,28,1.00,0,Err:512
strengthening,0,2.14,0.97,0,28,1.00,18,Verb
strenuous,0,2.55,1.45,1,30,0.97,30,Adjective
strenuously,0,2,1.13,1,30,0.97,9,Adverb
strep,0,3.46,1.48,1,29,0.97,35,Noun
stress,0,2.62,1.32,0,29,1.00,796,Noun
stress test,1,3.3,1.38,0,27,1.00,0,Err:512
stressful,0,1.89,0.96,0,28,1.00,128,Adjective
stressfully,0,2.04,1.12,0,24,1.00,0,Err:512
stressor,0,1.96,1.3,3,26,0.88,13,Noun
stretch,0,3.62,1.37,0,29,1.00,748,Verb
stretch out,1,3.72,1.41,0,29,1.00,0,Err:512
stretch pants,1,4.86,0.47,0,22,1.00,0,Err:512
stretchable,0,3.71,1.05,0,28,1.00,0,Err:512
stretcher,0,4.56,0.93,0,27,1.00,113,Noun
stretchiness,0,3.18,1.61,0,28,1.00,0,Err:512
stretchy,0,3.07,1.33,1,29,0.97,19,Adjective
streusel,0,4.46,0.78,4,28,0.86,0,Err:512
strew,0,2.71,1.37,4,28,0.86,2,Verb
strewn,0,3,1.31,1,30,0.97,19,Verb
stricken,0,2.27,1.25,1,27,0.96,75,Adjective
strict,0,2.72,1.28,0,29,1.00,358,Adjective
strictly,0,2.07,1.36,0,28,1.00,548,Adverb
strictness,0,1.91,0.95,0,23,1.00,1,Noun
stride,0,3.81,1.14,0,31,1.00,107,Noun
strider,0,2.91,1.2,2,25,0.92,8,Noun
strife,0,2.2,1.45,0,30,1.00,85,Noun
strike,0,4.07,1.24,0,27,1.00,2324,Verb
strike out,1,3.22,1.53,0,27,1.00,0,Err:512
strikeout,0,3.83,1.03,1,24,0.96,20,Noun
striker,0,3.73,1.43,3,29,0.90,108,Noun
striking,0,2.85,1.43,1,28,0.96,224,Verb
strikingly,0,1.89,1.1,0,28,1.00,6,Adverb
string,0,4.76,0.58,0,29,1.00,646,Noun
string cheese,1,5,0,0,27,1.00,0,Err:512
string quartet,1,4.83,0.54,0,29,1.00,0,Err:512
stringed,0,3.25,1.53,2,30,0.93,6,Adjective
stringency,0,1.5,0.88,4,28,0.86,2,Noun
stringent,0,1.66,0.9,1,30,0.97,6,Adjective
stringently,0,1.77,0.9,2,32,0.94,1,Adverb
stringiness,0,2.88,1.13,2,27,0.93,0,Err:512
stringing,0,2.89,1.23,1,29,0.97,28,Verb
strings,0,4.75,0.9,0,24,1.00,418,Noun
stringy,0,3.5,1.21,1,27,0.96,21,Adjective
strip,0,3.75,1.29,0,28,1.00,800,Noun
stripe,0,4.72,0.61,0,25,1.00,74,Noun
striped,0,4.04,1.19,1,28,0.96,87,Adjective
striper,0,3.88,1.14,4,30,0.87,10,Noun
stripped,0,3.71,1.12,1,29,0.97,183,Verb
stripper,0,4.78,0.51,0,27,1.00,267,Noun
stripping,0,3.86,1.06,0,29,1.00,76,Verb
striptease,0,3.72,1.36,0,29,1.00,34,Noun
stripteaser,0,4.47,0.94,0,30,1.00,0,Err:512
strive,0,2.07,1.36,0,28,1.00,67,Verb
strived,0,2.11,1.13,1,29,0.97,2,Verb
striving,0,1.72,0.92,0,29,1.00,24,Verb
strobe,0,4.15,1.06,1,28,0.96,17,Noun
strode,0,3.21,1.41,1,25,0.96,34,Verb
stroganoff,0,4.63,0.67,0,30,1.00,18,Noun
stroke,0,4.1,0.94,0,29,1.00,667,Noun
stroking,0,4.2,0.92,0,30,1.00,37,Verb
stroll,0,3.97,1.27,0,29,1.00,211,Noun
stroller,0,4.96,0.19,0,27,1.00,45,Noun
strong,0,3.14,1.35,0,28,1.00,4430,Adjective
strongbox,0,4.79,0.51,1,25,0.96,16,Noun
stronghold,0,2.81,1.41,0,26,1.00,60,Noun
strongly,0,2.39,1.29,0,28,1.00,342,Adverb
strongman,0,3.96,1.26,0,27,1.00,5,Noun
strongpoint,0,2.39,1.37,2,25,0.92,2,Noun
struck,0,3.46,1.37,0,28,1.00,826,Verb
structural,0,2.69,1.31,0,29,1.00,93,Adjective
structuralize,0,2.44,1.5,4,29,0.86,0,Err:512
structurally,0,2.66,1.23,0,29,1.00,12,Adverb
structure,0,4.03,1.43,0,29,1.00,519,Noun
structured,0,2.64,1.06,0,28,1.00,34,Verb
strudel,0,4.12,1.26,1,25,0.96,47,Noun
struggle,0,2.79,1.42,0,28,1.00,682,Noun
struggler,0,3.67,1.2,3,24,0.88,0,Err:512
struggling,0,2.81,1.49,0,27,1.00,316,Verb
strum,0,3.57,1.43,1,29,0.97,12,Verb
strummer,0,3.58,1.39,3,29,0.90,4,Name
strung,0,3.07,1.36,0,27,1.00,114,Verb
strut,0,3.97,1.35,0,29,1.00,80,Verb
strutting,0,3.57,1.26,1,29,0.97,36,Verb
stub,0,4.4,0.77,0,30,1.00,49,Noun
stubbed,0,3.34,1.11,0,29,1.00,16,Verb
stubbiness,0,2.96,1.55,4,27,0.85,0,Err:512
stubble,0,4.54,0.65,0,26,1.00,18,Noun
stubbly,0,4.04,1.29,0,28,1.00,2,Adjective
stubborn,0,2.18,1.19,0,28,1.00,554,Adjective
stubbornly,0,1.93,0.98,0,30,1.00,7,Adverb
stubbornness,0,2.36,1.25,0,25,1.00,26,Noun
stubby,0,3.7,1.07,0,27,1.00,25,Adjective
stucco,0,4.64,1.06,2,30,0.93,19,Noun
stuck,0,3.55,1.33,0,29,1.00,3399,Verb
stuck with,1,2.54,1.1,0,28,1.00,0,Err:512
stud,0,4,1.17,0,30,1.00,354,Noun
student,0,4.92,0.28,0,25,1.00,2195,Noun
studentship,0,3.09,1.24,4,27,0.85,0,Err:512
studied,0,2.46,1.1,0,28,1.00,577,Verb
studio,0,4.55,0.91,0,29,1.00,1190,Noun
studious,0,2.48,1.05,0,25,1.00,6,Adjective
studiously,0,2.31,1.12,2,28,0.93,1,Adverb
studiousness,0,2.14,1.11,2,23,0.91,1,Noun
study,0,3.7,1.44,0,27,1.00,2501,Noun
stuff,0,3.13,1.38,0,31,1.00,15653,Noun
stuffed,0,4,1.21,0,27,1.00,441,Verb
stuffer,0,3.27,1.34,3,29,0.90,10,Noun
stuffily,0,1.84,0.94,3,28,0.89,0,Err:512
stuffiness,0,2.32,1.22,0,28,1.00,1,Noun
stuffing,0,4.57,0.92,1,29,0.97,165,Noun
stuffy,0,2.61,1.43,0,31,1.00,185,Adjective
stumble,0,3.75,1.21,0,28,1.00,100,Verb
stumbling,0,3.71,1.3,0,24,1.00,57,Verb
stumbling block,1,2.78,1.55,2,29,0.93,0,Err:512
stumblingly,0,2.21,1.14,1,25,0.96,0,Err:512
stump,0,4.78,0.8,0,27,1.00,125,Noun
stumper,0,2.08,1.2,3,29,0.90,2,Noun
stumpy,0,3.07,1.41,2,30,0.93,67,Name
stun,0,3.14,1.41,1,29,0.97,96,Noun
stun gun,1,4.78,0.42,0,27,1.00,0,Err:512
stung,0,3.36,1.31,0,28,1.00,78,Verb
stunk,0,3.46,1.43,1,29,0.97,46,Verb
stunned,0,2.41,1.08,0,27,1.00,189,Verb
stunner,0,3.25,1.35,1,29,0.97,29,Noun
stunning,0,2.21,1.14,0,24,1.00,209,Adjective
stunningly,0,2.16,0.94,0,25,1.00,13,Adverb
stunt,0,3.24,1.41,0,29,1.00,469,Noun
stunt man,1,4.66,0.86,1,30,0.97,0,Err:512
stunted,0,2.17,1.31,1,30,0.97,15,Adjective
stuntman,0,4.52,0.63,0,29,1.00,35,Noun
stupefied,0,1.5,0.64,4,32,0.88,2,Verb
stupefy,0,1.72,1.24,4,29,0.86,4,Verb
stupendous,0,1.54,0.9,2,28,0.93,33,Adjective
stupendously,0,1.5,0.73,2,32,0.94,0,Err:512
stupid,0,1.75,0.97,0,28,1.00,9405,Adjective
stupidity,0,2.55,1.38,0,29,1.00,163,Noun
stupidly,0,1.4,0.67,0,30,1.00,31,Adverb
stupor,0,2.7,1.37,0,30,1.00,19,Noun
sturdily,0,2.55,1.38,0,29,1.00,0,Err:512
sturdiness,0,2.59,1.5,0,27,1.00,0,Err:512
sturdy,0,2.86,1.48,0,29,1.00,86,Adjective
sturgeon,0,4.52,0.95,4,27,0.85,19,Noun
stutter,0,3.97,1.24,0,29,1.00,96,Verb
stutterer,0,4.16,0.8,3,28,0.89,1,Adjective
stuttering,0,3.85,1.32,0,27,1.00,49,Verb
stutteringly,0,2.5,1.41,3,27,0.89,0,Err:512
sty,0,4.19,1.39,2,29,0.93,19,Noun
style,0,2.67,1.37,0,30,1.00,1534,Noun
stylebook,0,4.4,1,2,27,0.93,0,Err:512
styling,0,3.03,1.25,0,30,1.00,43,Noun
stylish,0,2.14,1.35,0,28,1.00,110,Adjective
stylishly,0,2.28,1.22,0,29,1.00,4,Adverb
stylishness,0,2,1.22,2,30,0.93,0,Err:512
stylist,0,4.08,1.38,0,26,1.00,44,Noun
stylistic,0,1.89,1.12,0,27,1.00,1,Adjective
stylistically,0,2.07,1.27,0,28,1.00,1,Adverb
stylize,0,2.03,1.05,0,29,1.00,1,Verb
stylized,0,2.17,1.2,0,29,1.00,12,Adjective
stylus,0,4.42,1.14,0,26,1.00,6,Noun
suave,0,1.48,0.83,0,29,1.00,47,Adjective
suavely,0,1.96,1.07,1,29,0.97,0,Err:512
suaveness,0,1.96,0.95,1,25,0.96,0,Err:512
sub,0,3.46,1.59,3,27,0.89,390,Noun
subarctic,0,3.04,1.53,2,29,0.93,0,Err:512
subatomic,0,2.85,1.66,2,29,0.93,46,Adjective
subaverage,0,1.46,0.71,4,30,0.87,0,Err:512
subbasement,0,4.36,1.22,4,29,0.86,9,Noun
subbing,0,2.41,1.18,4,26,0.85,13,Verb
subcategory,0,2.64,1.62,0,28,1.00,0,Err:512
subchapter,0,2.86,1.38,0,29,1.00,1,Noun
subclass,0,2.1,1.09,2,23,0.91,0,Err:512
subcommittee,0,3.55,1.27,0,29,1.00,43,Noun
subcompact,0,2.92,1.2,3,29,0.90,3,Noun
subconscious,0,1.57,1.1,0,28,1.00,134,Noun
subconsciously,0,1.44,0.89,0,27,1.00,36,Adverb
subcontinent,0,3.93,1.33,1,30,0.97,2,Noun
subcontract,0,2.48,1.42,0,27,1.00,4,Noun
subcontracted,0,2.56,1.5,2,29,0.93,6,Verb
subcontractor,0,3.83,1.28,1,30,0.97,2,Noun
subculture,0,2.14,1.33,0,28,1.00,6,Noun
subcutaneously,0,2.46,1.48,3,29,0.90,3,Adverb
subdirectory,0,3.25,1.55,0,28,1.00,0,Err:512
subdivide,0,2.86,1.55,0,29,1.00,4,Verb
subdividing,0,2.76,1.33,0,29,1.00,1,Verb
subdivision,0,3.89,1.31,0,27,1.00,29,Noun
subdominant,0,1.85,0.95,2,29,0.93,1,Adjective
subdue,0,2.24,1.39,2,27,0.93,41,Verb
subdued,0,1.97,1.09,0,29,1.00,32,Adjective
subduing,0,2.3,1.21,1,31,0.97,2,Verb
subfloor,0,3.86,1.46,1,29,0.97,4,Noun
subflooring,0,4.08,1.38,3,28,0.89,0,Err:512
subfreezing,0,2.92,1.49,0,26,1.00,1,Verb
subgroup,0,2.11,1.25,1,28,0.96,0,Err:512
subheader,0,3.41,1.45,1,30,0.97,0,Err:512
subheading,0,3.61,1.31,2,25,0.92,2,Name
subhuman,0,2.62,1.36,2,28,0.93,11,Noun
subinterval,0,2.57,1.38,4,27,0.85,0,Err:512
subject,0,3.14,1.68,0,29,1.00,1885,Noun
subject matter,1,3.31,1.49,0,29,1.00,0,Err:512
subjected,0,1.96,0.81,1,25,0.96,77,Verb
subjection,0,1.7,0.82,2,29,0.93,2,Noun
subjective,0,1.43,0.74,0,28,1.00,57,Adjective
subjectively,0,1.41,0.89,0,27,1.00,6,Adverb
subjectivism,0,1.43,0.79,2,25,0.92,0,Err:512
subjectivist,0,1.5,0.72,2,26,0.92,0,Err:512
subjectivity,0,1.33,0.88,0,27,1.00,6,Noun
subjugate,0,1.68,1.04,4,26,0.85,1,Verb
subjugation,0,1.92,0.97,4,28,0.86,12,Noun
subjugator,0,3,1.5,3,28,0.89,0,Err:512
subjunctive,0,1.72,1.21,4,29,0.86,6,Noun
sublanguage,0,2.37,1.08,3,30,0.90,0,Err:512
sublease,0,2.61,1.31,1,29,0.97,2,Verb
sublet,0,3.04,1.53,1,28,0.96,30,Noun
sublevel,0,3.14,1.43,2,30,0.93,21,Noun
sublimation,0,2,1.23,2,28,0.93,4,Noun
sublime,0,2.23,1.22,0,30,1.00,74,Adjective
sublimely,0,1.62,0.8,1,27,0.96,4,Adverb
subliminal,0,1.93,0.96,0,27,1.00,36,Adjective
subliminally,0,1.58,0.78,0,24,1.00,7,Adverb
sublimity,0,1.41,0.67,3,25,0.88,3,Noun
submarine,0,4.8,0.61,0,30,1.00,362,Noun
submariner,0,4.35,1.13,2,28,0.93,8,Noun
submerge,0,3.39,1.37,0,28,1.00,20,Verb
submerged,0,3.15,1.23,0,27,1.00,43,Verb
submergence,0,2.39,1.37,3,26,0.88,1,Noun
submergible,0,3,1.47,1,27,0.96,0,Err:512
submerse,0,3.24,1.27,3,28,0.89,1,Noun
submersed,0,3.12,1.18,1,27,0.96,0,Err:512
submersible,0,3.04,1.55,1,25,0.96,31,Adjective
submersion,0,2.67,1.36,2,29,0.93,4,Noun
submicroscopic,0,2.82,1.47,2,30,0.93,0,Err:512
submission,0,3,1.36,0,30,1.00,55,Noun
submissive,0,1.72,1,0,29,1.00,45,Adjective
submissively,0,2.21,1.4,0,28,1.00,0,Err:512
submissiveness,0,1.72,0.8,0,29,1.00,0,Err:512
submit,0,2.68,1.47,0,28,1.00,282,Verb
submitter,0,3.3,1.2,0,27,1.00,1,Noun
suboptimal,0,1.58,0.99,4,30,0.87,0,Err:512
suborbital,0,3.12,1.39,2,27,0.93,1,Adjective
subordinate,0,2.73,1.26,0,30,1.00,31,Adjective
subordinately,0,1.88,0.97,3,28,0.89,0,Err:512
subordinating,0,1.96,0.82,3,29,0.90,1,Verb
subordination,0,2.12,1.36,1,25,0.96,3,Noun
subpanel,0,3.93,1.21,0,27,1.00,0,Err:512
subpar,0,1.96,1.14,0,28,1.00,4,Noun
subparagraph,0,3.23,1.61,2,28,0.93,4,Verb
subpart,0,2.37,1.01,3,22,0.86,1,Name
subplot,0,2.55,1.48,0,29,1.00,6,Noun
subpoena,0,3.46,1.55,1,29,0.97,113,Noun
subprime,0,1.82,1.02,1,29,0.97,0,Err:512
subroutine,0,3,1.52,0,28,1.00,5,Noun
subscribe,0,2.21,1.26,0,29,1.00,44,Verb
subscriber,0,3.31,1.62,0,26,1.00,21,Noun
subscribership,0,2.33,1.34,2,26,0.92,0,Err:512
subscript,0,3.57,1.55,0,28,1.00,0,Err:512
subscription,0,3.22,1.53,1,28,0.96,68,Noun
subsection,0,2.62,1.12,1,30,0.97,18,Noun
subsector,0,2.78,1.45,2,29,0.93,0,Err:512
subsequence,0,1.73,0.96,3,29,0.90,0,Err:512
subsequent,0,2.14,1.09,0,29,1.00,64,Adjective
subsequently,0,1.46,0.69,0,28,1.00,58,Adverb
subseries,0,2.36,1.18,4,26,0.85,0,Err:512
subservience,0,1.58,1.03,4,30,0.87,7,Noun
subservient,0,2.11,1.01,1,28,0.96,24,Adjective
subserviently,0,1.75,1,1,29,0.97,0,Err:512
subset,0,2.41,1.45,2,29,0.93,6,Noun
subside,0,2.26,1.21,0,31,1.00,20,Verb
subsidiary,0,2.96,1.67,0,28,1.00,23,Noun
subsiding,0,2,0.94,0,28,1.00,5,Adjective
subsidization,0,2,1.18,3,30,0.90,0,Err:512
subsidize,0,1.73,0.96,1,27,0.96,16,Verb
subsidized,0,2.23,1.43,0,30,1.00,10,Adjective
subsidy,0,2.16,1.46,1,26,0.96,5,Noun
subsistence,0,2.28,1.4,4,29,0.86,3,Noun
subsoil,0,4.3,1.2,2,29,0.93,3,Noun
subsonic,0,1.97,1.11,0,31,1.00,4,Adjective
subspecialist,0,2.33,1.43,2,26,0.92,0,Err:512
subspecialty,0,2,1.2,2,32,0.94,1,Noun
subspecies,0,3.11,1.55,1,29,0.97,18,Noun
substance,0,3.44,1.42,0,27,1.00,364,Noun
substance abuse,1,2.8,1.35,0,25,1.00,0,Err:512
substance abuser,1,3.63,1.45,0,27,1.00,0,Err:512
substandard,0,2.24,1.33,0,29,1.00,22,Adjective
substantial,0,2.03,1.03,0,30,1.00,182,Adjective
substantiality,0,1.63,0.79,1,28,0.96,0,Err:512
substantially,0,2.21,1.29,0,28,1.00,32,Adverb
substantiate,0,1.68,0.85,0,25,1.00,20,Verb
substantiation,0,2,1.22,4,28,0.86,5,Noun
substantive,0,2,1.3,2,28,0.93,12,Adjective
substantively,0,1.65,0.8,3,29,0.90,0,Err:512
substation,0,3.88,1.31,3,29,0.90,29,Noun
substitutable,0,2,1.12,1,29,0.97,0,Err:512
substitute,0,2.82,1.52,0,28,1.00,238,Noun
substituted,0,2.22,1.4,0,27,1.00,19,Verb
