id_text,lemma
P235192,Anu-ah-ittannu[00]PN māru[son]N ša[of]DET Nidintu-Anu[00]PN māru[son]N ša[of]DET Anu-ah-ittannu[00]PN māru[son]N ša[of]DET Tattannu[00]PN x[NA]NA ina[in]PRP hūdu[happiness]N libbu[interior]N mišlu[half]NU ša[of]DET ina[in]PRP ištēn[one]NU ūmu[day]N ina[in]PRP ištēn[one]NU ūmu[day]N ina[in]PRP ūmu[day]N 14-KAM₂[NA]NA ūmu[day]N 27-KAM₂[NA]NA ūmu[day]N 28-KAM₂[NA]NA ūmu[day]N 29-KAM₂[NA]NA ūmu[day]N 30-KAM₂[NA]NA napharu[total]N mišlu[half]NU ūmu[day]N ina[in]PRP ūmu[day]N šunūti[them]IP isqu[share]N sīrāšûtu[(activity-of)-brewing]N mahru[front]N Anu[1]DN Antu[1]DN Ištar[1]DN Belet-ṣeri[1]DN Nanaya[1]DN Beltu-ša-Reš[1]DN u[and]CNJ ilu[god]N bītu[house]N gabbu[totality]N ša[of]DET arhussu[every-month]AV kalû[totality]N šattu[year]N guqqû[(a-monthly-offering)]N eššēšu[(a-feast-day)]N u[and]CNJ mimma[anything]XP gabbu[totality]N ša[that]REL ana[to]PRP isqu[share]N šuāti[him]IP kašādu[reach]V ša[that]REL itti[with]PRP Kidin-Anu[00]PN māhirānu[receiver]N isqu[share]N šuāti[him]IP māru[son]N ša[of]DET Anu-ahhe-iddin[00]PN u[and]CNJ bēlu[lord]N zittu[share]N gabbu[totality]N ana[to]PRP 2[NA]NA manû[mina]N kaspu[silver]N istatirru[stater]N ša[of]DET Seleucus[1]RN babbanûtu[excellence]N ana[to]PRP šīmu[price]N gamru[complete]AJ ana[to]PRP Kidin-Anu[00]PN māru[son]N ša[of]DET Anu-ahhe-iddin[00]PN māru[son]N ša[of]DET Nanaya-iddin[00]PN māru[son]N Hunzu[1]LN ana[to]PRP ūmu[day]N ṣiātu[distant-time]N nadānu[give]V kaspu[silver]N ā[that]IP 2[NA]NA manû[mina]N šīmu[price]N isqu[share]N šuāti[him]IP Anu-ah-ittannu[00]PN ina[in]PRP qātu[hand]N Kidin-Anu[00]PN mahru[that-can-be-faced]AJ eṭru[paid-(off)]AJ ūmu[day]N baqāru[claim]V ana[to]PRP muhhu[skull]N mišlu[half]NU ūmu[day]N ina[in]PRP ūmu[day]N šunūti[them]IP isqu[share]N sīrāšûtu[(activity-of)-brewing]N x[NA]NA bašû[exist]V Anu-ah-ittannu[00]PN nādinu[giver]N isqu[share]N šuāti[him]IP x[NA]NA marāqu[rub]V adi[until]PRP 12-TA.AM₃[NA]NA ana[to]PRP Kidin-Anu[00]PN ana[to]PRP ūmu[day]N ṣiātu[distant-time]N nadānu[give]V mišlu[half]NU ūmu[day]N ina[in]PRP ištēn[one]NU ūmu[day]N ina[in]PRP x[NA]NA ūmu[day]N 29-KAM₂[NA]NA ūmu[day]N 30-KAM₂[NA]NA isqu[share]N sīrāšûtu[(activity-of)-brewing]N šuāti[him]IP ša[of]DET Kidin-Anu[00]PN māru[son]N ša[of]DET Anu-ahhe-iddin[00]PN māru[son]N ša[of]DET Nanaya-iddin[00]PN māru[son]N Hunzu[1]LN ana[to]PRP ūmu[day]N ṣiātu[distant-time]N šunu[they]IP ūmu[day]N mala[as-much-as]PRP Kidin-Anu[00]PN ṣabû[wish-(for)]V isqu[share]N šuāti[him]IP ina[in]PRP lēʾu[writing-board]N ša[of]DET isqu[share]N x[NA]NA x[NA]NA ša[that]REL ina[in]PRP bītu[house]N ilu[god]N ina[in]PRP šumu[name]N šalāmu[be(come)-healthy]V mukinnu[witness]N Anu-mukin-apli[00]PN māru[son]N ša[of]DET Anu-balassu-iqbi[00]PN māru[son]N Ekur-zakir[1]LN Balaṭu[00]PN māru[son]N ša[of]DET Šamaš-ittannu[00]PN Anu-ah-ittannu[00]PN māru[son]N ša[of]DET Ana-rabut-Anu[00]PN Nidintu-Anu[00]PN māru[son]N ša[of]DET Tanittu-Anu[00]PN Anu-uballiṭ[00]PN māru[son]N ša[of]DET Kidin-Anu[00]PN māru[son]N Luštammar-Adad[1]LN Anu-ab-uṣur[00]PN māru[son]N ša[of]DET Nidintu-Anu[00]PN Anu-ab-uṣur[00]PN māru[son]N ša[of]DET Nanaya-iddin[00]PN māru[son]N Kuri[1]LN Nanaya-iddin[00]PN māru[son]N ša[of]DET Tattannu[00]PN Balaṭu[00]PN māru[son]N ša[of]DET Anu-ahhe-iddin[00]PN Anu-mukin-apli[00]PN māru[son]N ša[of]DET Anu-ah-iddin[00]PN māru[son]N Ekur-zakir[1]LN Anu-ab-uṣur[00]PN māru[son]N ša[of]DET Labaši[00]PN māru[son]N Ekur-zakir[1]LN Ina-qibit-Anu[00]PN māru[son]N ša[of]DET Ša-Anu-iššu[00]PN Nidintu-Anu[00]PN māru[son]N ša[of]DET Ana-rabut-Anu[00]PN māru[son]N Hunzu[1]LN Arad-adešu[00]PN māru[son]N ša[of]DET Nidintu-Anu[00]PN Anu-ah-iddin[00]PN māru[son]N ša[of]DET Šamaš-iddin[00]PN māru[son]N Hunzu[1]LN Dumqi-Anu[00]PN ṭupšarru[scribe]N māru[son]N ša[of]DET Anu-uballiṭ[00]PN māru[son]N Sin-leqi-unninni[1]LN Uruk[1]SN Addaru[1]MN ūmu[day]N 7-KAM₂[NA]NA šattu[year]N 80-KAM₂[NA]NA Seleucus[1]RN šarru[king]N unqu[ring]N Anu-ab-uṣur[00]PN unqu[ring]N Balaṭu[00]PN unqu[ring]N Nidintu-Anu[00]PN unqu[ring]N Anu-ah-ittannu[00]PN unqu[ring]N X[00]PN unqu[ring]N X[00]PN unqu[ring]N Balaṭu[00]PN unqu[ring]N Anu-mukin-apli[00]PN unqu[ring]N Anu-uballiṭ[00]PN unqu[ring]N Nidintu-Anu[00]PN unqu[ring]N X[00]PN unqu[ring]N X[00]PN unqu[ring]N X[00]PN unqu[ring]N Anu-ah-ittannu[00]PN
P296411,x[NA]NA kaspu[silver]N erbu[income]N ša[of]DET quppu[box]N u[and]CNJ panātu[front]N quppu[box]N makkūru[property]N Zababa[1]DN u[and]CNJ Ninlil[1]DN ša[that]REL ištu[from]PRP ūmu[day]N 19-KAM[NA]NA ša[of]DET Šabaṭu[1]MN šattu[year]N 218-KAM[NA]NA adi[until]PRP ūmu[day]N 27-KAM[NA]NA ša[of]DET Addaru[1]MN ša[of]DET šattu[year]N annû[this]DP ištu[from]PRP libbu[interior]N aṣû[go-out]V 6[NA]NA šiqlu[unit]N ana[to]PRP šīmu[price]N 3[NA]NA kurru[unit]N uṭṭatu[barley]N ana[to]PRP ararru[miller]N ina[in]PRP mindu[measured-amount]N ša[that]REL ištu[from]PRP ūmu[day]N 12-KAM[NA]NA ša[of]DET Addaru[1]MN adi[until]PRP ūmu[day]N 11-KAM[NA]NA ša[of]DET Addaru[1]MN warkû[rear]AJ ša[of]DET šattu[year]N annû[this]DP ina[in]PRP qātu[hand]N x[NA]NA ararru[miller]N x[NA]NA nadānu[give]V 2[NA]NA 1/2[NA]NA šiqlu[unit]N ana[to]PRP idu[arm]N ša[of]DET ararru[miller]N šuāti[him]IP ina[in]PRP qātu[hand]N {m}KI-MIN[NA]NA 17[NA]NA x[NA]NA šiqlu[unit]N 4{+tu₂}[NA]NA ana[to]PRP warhu[month]N warkānu[later]AV lā[not]MOD baṭlu[ceased]AJ ana[to]PRP tamṭītu[diminution]N ša[of]DET immeru[sheep]N ginû[regular-contribution-(to-temple)]N ša[of]DET bītu[house]N akītu[(a-cultic-festival)]N ša[that]REL ištu[from]PRP ūmu[day]N 13-KAM[NA]NA ša[of]DET Ṭebetu[1]MN adi[until]PRP ūmu[day]N 13-KAM[NA]NA ša[of]DET Šabaṭu[1]MN ša[of]DET šattu[year]N annû[this]DP ana[to]PRP Urak[00]PN ṭābihu[slaughterer]N nadānu[give]V 1[NA]NA 1/2[NA]NA šiqlu[unit]N ana[to]PRP kurummatu[food-allocation]N sīrāšû[brewer]N ramku[(a-cultic-functionary)]N ša[that]REL ištu[from]PRP ūmu[day]N 15-KAM[NA]NA ša[of]DET Addaru[1]MN adi[until]PRP ūmu[day]N 13-KAM[NA]NA ša[of]DET Addaru[1]MN warkû[rear]AJ ina[in]PRP qātu[hand]N Marduk-šum-iddin[00]PN sīrāšû[brewer]N nadānu[give]V x[NA]NA šiqlu[unit]N ana[to]PRP kirbānu[lump-(of-earth)]N ṭabtu[salt]N u[and]CNJ huṣābu[twig]N x[NA]NA ša[that]REL ištu[from]PRP KI-MIN[NA]NA adi[until]PRP KI-MIN[NA]NA ina[in]PRP qātu[hand]N {m}KI.MIN[NA]NA 2[NA]NA šiqlu[unit]N ana[to]PRP Bel-ahhe-iddin[00]PN Ubar[00]PN u[and]CNJ Nidintu-Bel[00]PN atû[gatekeeper]N ša[of]DET bītu[house]N akītu[(a-cultic-festival)]N ša[that]REL ištu[from]PRP KI.MIN[NA]NA adi[until]PRP KI.MIN[NA]NA nadānu[give]V 3[NA]NA šiqlu[unit]N ana[to]PRP Paširi[00]PN u[and]CNJ Nabu-iddina[00]PN ramku[(a-cultic-functionary)]N ša[of]DET bītu[house]N akītu[(a-cultic-festival)]N ša[that]REL ištu[from]PRP KI.MIN[NA]NA adi[until]PRP KI.MIN[NA]NA nadānu[give]V 5[NA]NA 1/2[NA]NA šiqlu[unit]N ana[to]PRP pēmtu[charcoal]N ša[of]DET bābu[gate]N rabû[big]AJ bābu[gate]N erēbu[enter]V Beltia[00]PN bābu[gate]N erēbu[enter]V Madanu[1]DN Eturkalamma[1]TN kirû[garden]N burāšu[(species-of)-juniper]N lāmû[walking-round]AJ bītu[house]N bītu[house]N Gula[1]DN Ehursagsikilla[1]TN bītu[house]N Gula[1]DN Ehursagku[1]TN akalu[bread]N ginû[regular-contribution-(to-temple)]N ša[of]DET bītu[house]N Gula[1]DN šuāti[him]IP u[and]CNJ ša[of]DET mušēširu[sweeper]N ša[of]DET bābu[gate]N ša[of]DET Esaggil[1]TN ištu[from]PRP KI-MIN[NA]NA adi[until]PRP KI-MIN[NA]NA ina[in]PRP qātu[hand]N Rahimesu[00]PN nadānu[give]V 2[NA]NA 1/2[NA]NA šiqlu[unit]N 5[NA]NA māhī[one-twelfth-of-a-shekel]NU tamṭītu[diminution]N immeru[sheep]N ginû[regular-contribution-(to-temple)]N Esabad[1]TN ša[of]DET Addaru[1]MN ana[to]PRP Urak[00]PN ṭābihu[slaughterer]N nadānu[give]V x[NA]NA šiqlu[unit]N ana[to]PRP tamṭītu[diminution]N immeru[sheep]N ginû[regular-contribution-(to-temple)]N ša[of]DET bītu[house]N Gula[1]DN Hursagkuga[1]TN ana[to]PRP Bel-kuṣuršu[00]PN ṭābihu[slaughterer]N nadānu[give]V 1/2[NA]NA šiqlu[unit]N ana[to]PRP išparu[weaver]N ana[to]PRP nuhhutu[cut-off]AJ ša[of]DET dullu[trouble]N 1/2[NA]NA šiqlu[unit]N ana[to]PRP ṣabātu[seize]V batqu[cut-(off)]AJ ša[of]DET bītu[house]N išparu[weaver]N ana[to]PRP Marduk-šum-iddin[00]PN nādinu[giver]N 6[NA]NA šiqlu[unit]N ana[to]PRP ṣābu[troops]N qātu[hand]N ana[to]PRP ūmu[day]N 29-KAM[NA]NA ša[of]DET Šabaṭu[1]MN ša[that]REL ana[to]PRP alāku[go]V ūmu[day]N 1-KAM[NA]NA ana[to]PRP KI.MIN[NA]NA ana[to]PRP kurgarrû[(a-cultic-performer)]N assinnu[(male-cultic-prostitute)]N u[and]CNJ nārtu[female-musician]N nadānu[give]V x[NA]NA x[NA]NA ana[to]PRP alāku[go]V ana[to]PRP KI-MIN[NA]NA nadānu[give]V x[NA]NA ana[to]PRP alāku[go]V ana[to]PRP KI-MIN[NA]NA nadānu[give]V x[NA]NA ana[to]PRP alāku[go]V ana[to]PRP KI-MIN[NA]NA nadānu[give]V 1/2[NA]NA šiqlu[unit]N ana[to]PRP ararru[miller]N ana[to]PRP alāku[go]V ana[to]PRP KI-MIN[NA]NA nadānu[give]V 2[NA]NA šiqlu[unit]N ana[to]PRP Barsipayu[Borsippean]EN ana[to]PRP alāku[go]V ana[to]PRP KI-MIN[NA]NA nadānu[give]V 2[NA]NA šiqlu[unit]N ana[to]PRP tamṭītu[diminution]N immeru[sheep]N ginû[regular-contribution-(to-temple)]N ša[of]DET bītu[house]N Ninlil[1]DN nadānu[give]V 2[NA]NA šiqlu[unit]N ana[to]PRP tamṭītu[diminution]N immeru[sheep]N ginû[regular-contribution-(to-temple)]N bītu[house]N Gula[1]DN Ehursagsikilla[1]TN 2[NA]NA šiqlu[unit]N ana[to]PRP Rihat-Nergal[00]PN
P296639,mimma[anything]XP dibbu[words]N dīnu[legal-decision]N u[and]CNJ ragāmu[shout]V ša[of]DET Anu-mar-ittannu[00]PN māru[son]N ša[of]DET Labaši[00]PN x[NA]NA māru[son]N ša[of]DET Anu-mar-ittannu[00]PN itinnu[builder]N ana[to]PRP muhhu[skull]N isqu[share]N gabbu[totality]N ša[that]REL ina[in]PRP Reš[1]TN Irigal[1]TN u[and]CNJ bītu[house]N akītu[(a-cultic-festival)]N ša[that]REL ana[to]PRP itinnūtu[builder's-craft]N ana[to]PRP Labaši[00]PN māru[son]N ša[of]DET Anu-mar-ittannu[00]PN Šapik[00]PN māru[son]N ša[of]DET Anu-ah-ušabši[00]PN u[and]CNJ Nanaya-iddin[00]PN māru[son]N ša[of]DET Kidin-Anu[00]PN itinnu[builder]N u[and]CNJ muhhu[skull]N kurummatu[food-allocation]N ša[of]DET šumu[name]N ana[to]PRP Šapik[00]PN māru[son]N ša[of]DET Anu-ah-ušabši[00]PN u[and]CNJ Nanaya-iddin[00]PN māru[son]N ša[of]DET Kidin-Anu[00]PN ina[in]PRP makkūru[property]N Anu[1]DN ina[in]PRP bītu[house]N ilu[god]N ša[of]DET Uruk[1]SN ina[in]PRP bītu[house]N šaṭāru[(piece-of)-writing]N šaṭru[written]AJ u[and]CNJ ana[to]PRP muhhu[skull]N bītu[house]N qātu[hand]N ša[that]REL ina[in]PRP Irigal[1]TN ina[in]PRP bābu[gate]N ša[of]DET Ištar[1]DN isqu[share]N kurummatu[food-allocation]N u[and]CNJ bītu[house]N qātu[hand]N šuāti[him]IP ša[that]REL kašādu[reach]V itti[with]PRP Labaši[00]PN māru[son]N ša[of]DET Rihat-Anu[00]PN māru[son]N ša[of]DET Labaši[00]PN itinnu[builder]N ana[to]PRP ūmu[day]N ṣiātu[distant-time]N yānu[(there)-is-not]V ul[not]MOD šalāṭu[rule]V Anu-mar-ittannu[00]PN agâ[this]IP isqu[share]N šināti[them]IP kurummatu[food-allocation]N šuāti[him]IP u[and]CNJ bītu[house]N qātu[hand]N šuāti[him]IP ana[to]PRP kaspu[silver]N ana[to]PRP rīmūtu[gift]N ana[to]PRP nudunnû[marriage-gift]N ana[to]PRP epēšu[do]V ṣibûtu[wish]N ana[to]PRP mimma[anything]XP gabbu[totality]N u[and]CNJ mamman[somebody]XP šanû[(an)other]AJ gabbu[totality]N elat[beyond]PRP ana[to]PRP Labaši[00]PN māru[son]N ša[of]DET Rihat-Anu[00]PN itinnu[builder]N ul[not]MOD nadānu[give]V ul[not]MOD nadānu[give]V kī[like]PRP nadānu[give]V u[and]CNJ kī[like]PRP nadānu[give]V ul[not]MOD izuzzu[stand]V u[and]CNJ marāqu[rub]V Anu-mar-ittannu[00]PN agâ[this]IP ana[to]PRP Labaši[00]PN agâ[this]IP ša[of]DET lā[not]MOD dīnu[legal-decision]N x[NA]NA x[NA]NA lā[not]MOD harāra[objection]N 1[NA]NA manû[mina]N kaspu[silver]N babbanû[excellent]AJ nadānu[give]V isqu[share]N šināti[them]IP kurummatu[food-allocation]N šuāti[him]IP u[and]CNJ bītu[house]N qātu[hand]N šuāti[him]IP ša[of]DET Labaši[00]PN māru[son]N ša[of]DET Rihat-Anu[00]PN māru[son]N ša[of]DET Labaši[00]PN itinnu[builder]N rabû[big]AJ ša[of]DET Anu[1]DN ana[to]PRP ūmu[day]N ṣiātu[distant-time]N šunu[they]IP mukinnu[witness]N Anu-belšunu[00]PN māru[son]N ša[of]DET Nidintu-Anu[00]PN māru[son]N ša[of]DET Anu-belšunu[00]PN māru[son]N Ahʾutu[1]LN Anu-uballiṭ[00]PN māru[son]N ša[of]DET Anu-šum-lišir[00]PN māru[son]N ša[of]DET Anu-zer-iddin[00]PN māru[son]N Hunzu[1]LN Anu-šum-lišir[00]PN māru[son]N ša[of]DET Ina-qibit-Anu[00]PN māru[son]N ša[of]DET Nidintu-Anu[00]PN māru[son]N Hunzu[1]LN Anu-ahhe-iddin[00]PN māru[son]N ša[of]DET Nidintu-Anu[00]PN māru[son]N ša[of]DET Anu-ahhe-iddin[00]PN māru[son]N Ahʾutu[1]LN Anu-mar-ittannu[00]PN māru[son]N ša[of]DET Ina-qibit-Anu[00]PN māru[son]N ša[of]DET Nidintu-Ištar[00]PN māru[son]N Kuri[1]LN Illut-Anu[00]PN māru[son]N ša[of]DET Kidin-Anu[00]PN māru[son]N ša[of]DET Anu-zer-iddin[00]PN māru[son]N Hunzu[1]LN Anu-belšunu[00]PN māru[son]N ša[of]DET Anu-belšunu[00]PN Urukayu[Urukean]EN Arad-Ninurta[00]PN māru[son]N ša[of]DET Anu-mar-ittannu[00]PN sepīru[interpreter-scribe]N makkūru[property]N Anu[1]DN Anu-qišanni[00]PN ṭupšarru[scribe]N galamāhu[chief-lamentation-priest]N Anu[1]DN māru[son]N ša[of]DET Nidintu-Anu[00]PN māru[son]N Sin-leqi-unninni[1]LN Uruk[1]SN Kislimu[1]MN ūmu[day]N 8-KAM₂[NA]NA šattu[year]N 122-KAM₂[NA]NA Antiochus[1]RN šarru[king]N unqu[ring]N Anu-šum-lišir[00]PN unqu[ring]N Arad-Ninurta[00]PN unqu[ring]N Anu-uballiṭ[00]PN unqu[ring]N Anu-belšunu[00]PN unqu[ring]N Illut-Anu[00]PN unqu[ring]N Anu-belšunu[00]PN unqu[ring]N Anu-mar-ittannu[00]PN unqu[ring]N Anu-ahhe-iddin[00]PN unqu[ring]N Anu-mar-ittannu[00]PN nādinānu[giver]N zukkû[purified]AJ ana[to]PRP isqu[share]N kurummatu[food-allocation]N u[and]CNJ bītu[house]N qātu[hand]N šuāti[him]IP
P296677,kuruppu[(vegetable)basket]N ša[of]DET Nanaya-iddin[00]PN māru[son]N ša[of]DET Tanittu-Anu[00]PN māru[son]N Ahʾutu[1]LN ša[that]REL ina[in]PRP erṣetu[earth]N Kirimahhu[1]QN ša[that]REL qerbu[centre]N Uruk[1]SN ša[that]REL ṭāh[adjacent-to]PRP kuruppu[(vegetable)basket]N ša[of]DET Mušezibitu[00]PN mārtu[daughter]N ša[of]DET Ištar-ah-iddin[00]PN u[and]CNJ ṭāh[adjacent-to]PRP libbu[interior]N eqlu[field]N ana[to]PRP idu[arm]N bītu[house]N ana[to]PRP šattu[year]N 4[NA]NA šiqlu[unit]N kaspu[silver]N ina[in]PRP mahru[front]N Anu-uballiṭ[00]PN māru[son]N ša[of]DET Kidin-Anu[00]PN ahu[arm]N kaspu[silver]N ina[in]PRP rēšu[head]N šattu[year]N rēhtu[remainder]N kaspu[silver]N ina[in]PRP mišlu[half]NU šattu[year]N nadānu[give]V ūru[roof]N šanû[sluice]V x[NA]NA batqu[cut-(off)]AJ ša[of]DET asurrû[lower-course]N ṣabātu[seize]V dullu[trouble]N libittu[mudbrick]N qanû[reed]N u[and]CNJ ūru[roof]N mala[as-much-as]PRP libbu[interior]N epēšu[do]V ana[to]PRP kaspu[silver]N ana[to]PRP muhhu[skull]N manû[count]V ina[in]PRP šattu[year]N 3[NA]NA šugarrû[(a-processed-form-of-dates)]N nadānu[give]V ištu[from]PRP ūmu[day]N 10-KAM₂[NA]NA ša[of]DET Duʾuzu[1]MN šattu[year]N 8-KAM₂[NA]NA Seleucus[1]RN šarru[king]N kuruppu[(vegetable)basket]N šū[he]IP ana[to]PRP idu[arm]N bītu[house]N ana[to]PRP šattu[year]N 4[NA]NA šiqlu[unit]N kaspu[silver]N ina[in]PRP mahru[front]N Anu-uballiṭ[00]PN māru[son]N ša[of]DET Kidin-Anu[00]PN mukinnu[witness]N Anu-ah-tuqqin[00]PN māru[son]N ša[of]DET Nidintu-Anu[00]PN Qišti-Anu[00]PN māru[son]N ša[of]DET Ina-qibit-Anu[00]PN māru[son]N Labaši[00]PN Nanaya-iddin[00]PN māru[son]N ša[of]DET Kidin-Ištar[00]PN Ša-Anu-iššu[00]PN māru[son]N ša[of]DET Ina-qibit-Anu[00]PN Anu-ab-uṣur[00]PN māru[son]N ša[of]DET Anu-ahhe-bulluṭ[00]PN Ubar[00]PN ṭupšarru[scribe]N māru[son]N ša[of]DET Širki-Anu[00]PN Uruk[1]SN Duʾuzu[1]MN ūmu[day]N 5-KAM₂[NA]NA šattu[year]N 8-KAM₂[NA]NA Seleucus[1]RN šarru[king]N unqu[ring]N Anu-ah-tuqqin[00]PN unqu[ring]N Qišti-Anu[00]PN unqu[ring]N Anu-ab-uṣur[00]PN unqu[ring]N Nanaya-iddin[00]PN unqu[ring]N Ša-Anu-iššu[00]PN ṣupru[nail]N Anu-uballiṭ[00]PN
P296678,Anu-ah-ušabši[00]PN māru[son]N ša[of]DET Anu-ikṣur[00]PN māru[son]N Ahʾutu[1]LN ina[in]PRP hūdu[happiness]N libbu[interior]N Anu-bel-uṣur[00]PN wardu[slave]N ša[that]REL qātu[hand]N imittu[right]N ana[to]PRP šumu[name]N ša[of]DET Anu-ikṣur[00]PN māru[son]N ša[of]DET Anu-ah-ittannu[00]PN šaṭru[written]AJ Gubbaka[00]PN wardu[slave]N Nidintu-Nanaya[00]PN amtu[maid]N napharu[total]N 2-ta[NA]NA aštapīru[slaves]N māru[son]N ša[of]DET Anu-bel-uṣur[00]PN wardu[slave]N šuāti[him]IP ša[that]REL qātu[hand]N imittu[right]N ana[to]PRP šumu[name]N ša[of]DET Anu-ah-ušabši[00]PN māru[son]N ša[of]DET Anu-ikṣur[00]PN šaṭru[written]AJ napharu[total]N 3-ta[NA]NA aštapīru[slaves]N ana[to]PRP 2[NA]NA manû[mina]N kaspu[silver]N qalû[roasted]AJ ana[to]PRP šīmu[price]N gamru[complete]AJ ana[to]PRP Ana-rabutišu[00]PN mārtu[daughter]N ša[of]DET Iddin-apli[00]PN aššatu[wife]N Ana-rabutika-Anu[00]PN māru[son]N ša[of]DET Anu-ah-ušabši[00]PN nadānu[give]V kaspu[silver]N ā[that]IP 2[NA]NA manû[mina]N qalû[roasted]AJ šīmu[price]N Anu-bel-uṣur[00]PN Gubbaka[00]PN u[and]CNJ Nidintu-Nanaya[00]PN awīlūtu[humanity]N šunūti[them]IP Anu-ah-ušabši[00]PN māru[son]N ša[of]DET Anu-ikṣur[00]PN māru[son]N Ahʾutu[1]LN ina[in]PRP qātu[hand]N Ana-rabutišu[00]PN mārtu[daughter]N ša[of]DET Iddin-apli[00]PN aššatu[wife]N Ana-rabutika-Anu[00]PN māru[son]N ša[of]DET Anu-ah-ušabši[00]PN mahru[that-can-be-faced]AJ eṭru[paid-(off)]AJ ūmu[day]N baqāru[claim]V ana[to]PRP muhhu[skull]N Anu-bel-uṣur[00]PN Gubbaka[00]PN u[and]CNJ Nidintu-Nanaya[00]PN awīlūtu[humanity]N šunūti[them]IP bašû[exist]V Anu-ah-ušabši[00]PN māru[son]N ša[of]DET Anu-ikṣur[00]PN marāqu[rub]V ana[to]PRP Ana-rabutišu[00]PN mārtu[daughter]N ša[of]DET Iddin-apli[00]PN aššatu[wife]N Ana-rabutika-Anu[00]PN nadānu[give]V pūtu[forehead]N lā[not]MOD šerkūtu[position-of-temple-oblate]N lā[not]MOD šušānūtu[status-of-šušānu]N lā[not]MOD māru[son]N banûtu[distinction]N lā[not]MOD wardu[slave]N šarrūtu[kingship]N lā[not]MOD bītu[house]N sisû[horse]N u[and]CNJ lā[not]MOD bītu[house]N narkabtu[chariot]N ša[of]DET Anu-bel-uṣur[00]PN Gubbaka[00]PN u[and]CNJ Nidintu-Nanaya[00]PN awīlūtu[humanity]N šunūti[them]IP ana[to]PRP ūmu[day]N ṣiātu[distant-time]N Anu-ah-ušabši[00]PN našû[lift]V u[and]CNJ pūtu[forehead]N lā[not]MOD halāqu[(be)-lost]V ša[of]DET awīlūtu[humanity]N šunūti[them]IP adi[until]PRP 100[NA]NA ūmu[day]N Anu-ah-ušabši[00]PN māru[son]N ša[of]DET Anu-ikṣur[00]PN našû[lift]V mukinnu[witness]N Anu-zer-lišir[00]PN māru[son]N ša[of]DET Šamaš-ittannu[00]PN māru[son]N Ahʾutu[1]LN Mušallim-Anu[00]PN māru[son]N ša[of]DET Nanaya-iddin[00]PN māru[son]N Luštammar-Adad[1]LN Anu-ab-utir[00]PN māru[son]N ša[of]DET Iddin-apli[00]PN māru[son]N ša[of]DET Ahʾutu[1]LN Nidintu-Anu[00]PN māru[son]N ša[of]DET Tanittu-Anu[00]PN māru[son]N ša[of]DET Ahʾutu[1]LN Nidintu-Anu[00]PN u[and]CNJ Nanaya-iddin[00]PN māru[son]N ša[of]DET Labaši[00]PN māru[son]N Hunzu[1]LN Ina-qibit-Anu[00]PN māru[son]N ša[of]DET Kidin-Anu[00]PN māru[son]N Ekur-zakir[1]LN Anu-zer-iddin[00]PN māru[son]N ša[of]DET Anu-balassu-iqbi[00]PN māru[son]N Ahʾutu[1]LN Qišti-Anu[00]PN māru[son]N ša[of]DET Ina-qibit-Anu[00]PN māru[son]N Gimil-Anu[1]LN Šamaš-ereš[00]PN māru[son]N ša[of]DET Šamaš-iddin[00]PN Nanaya-iddin[00]PN māru[son]N ša[of]DET Kidin-Ištar[00]PN Anu-belšunu[00]PN ṭupšarru[scribe]N māru[son]N ša[of]DET Itti-Anu-nuhšu[00]PN māru[son]N Sin-leqi-unninni[1]LN Uruk[1]SN Abu[1]MN ūmu[day]N 12-KAM₂[NA]NA šattu[year]N 9-KAM₂[NA]NA Seleucus[1]RN šarru[king]N kunukku[seal]N Qišti-Anu[00]PN kunukku[seal]N Mušallim-Anu[00]PN kunukku[seal]N Anu-ab-utir[00]PN kunukku[seal]N Ina-qibit-Anu[00]PN kunukku[seal]N Nidintu-Anu[00]PN kunukku[seal]N Šamaš-ereš[00]PN kunukku[seal]N Nanaya-iddin[00]PN kunukku[seal]N Anu-zer-iddin[00]PN kunukku[seal]N Nidintu-Anu[00]PN kunukku[seal]N Anu-zer-lišir[00]PN kunukku[seal]N Nanaya-iddin[00]PN kunukku[seal]N Anu-ah-ušabši[00]PN nādinu[giver]N awīlūtu[humanity]N šunūti[them]IP
