id_text,lemma
P395768,libbu[interior]N nâhu[rest]V x[NA]NA qarrādu[hero]N abu[father]N Adad[1]DN x[NA]NA māru[son]N rēštû[first]NU ša[of]DET Anu[1]DN x[NA]NA qarrādu[hero]N gitmālu[perfect-one]N x[NA]NA x[NA]NA mu-ša₂-x[NA]NA išātu[fire]N eli[on]PRP ayyābu[enemy]N x[NA]NA ša[that]REL ina[in]PRP gišparru[trap]N ayyābu[enemy]N lā[not]MOD x[NA]NA bēlu[lord]N ana[to]PRP wardu[slave]N ša[of]DET agāgu[be(come)-furious]V šaqû[be(come)-high]V rēšu[head]N ina[in]PRP rappu[hoop]N rappu[hoop]N alāku[go]V x[NA]NA ina[in]PRP qubû[lamentation]N ṣarāpu[burn]V libbu[interior]N ūmišam[daily]AV bitrû[be(come)-continuous]V ina[in]PRP qūlu[silence]N u[and]CNJ nissatu[wailing]N ūmu[day]N qatû[finish]V bītu[house]N u[and]CNJ makkūru[property]N mašāʾu[rob]V ṣehru[small-one]N x[NA]NA NI[NA]NA nuppuṣu[crushed]AJ šību[old-one]N itti[with]PRP x[NA]NA manû[count]V bēlu[lord]N wardu[slave]N x[NA]NA x-šu₂[NA]NA utnēnu[pray]V ša[that]REL Adad[1]DN x[NA]NA x[NA]NA x[NA]NA x[NA]NA ša[that]REL x[NA]NA ša₂[NA]NA x[NA]NA x[NA]NA KI-x[NA]NA x-mu-šu₂[NA]NA x[NA]NA šaqû[be(come)-high]V rēšu[head]N x[NA]NA bēlu[lord]N sahāru[go-around]V unnīnu[supplication]N leqû[take]V bēlu[lord]N pārisu[one-who-divides]N purussû[decision]N x[NA]NA šāru[wind]N ṭābu[good]AJ li-zi-qa[NA]NA x[NA]NA Išartu[1]DN kīma[like]PRP labīru[original]N x[NA]NA ēkallu[palace]N Assurbanipal[1]RN šarru[king]N kiššatu[totality]N šarru[king]N Aššur[Assyria]GN
P395772,x-šu₂[NA]NA x[NA]NA libbu[interior]N nubû[lament]N x[NA]NA kabattu[liver]N tānēhu[moaning]N x[NA]NA libbu[interior]N bikītu[weeping]N x[NA]NA kabattu[liver]N maruṣtu[evil]N x[NA]NA x[NA]NA x[NA]NA kabattu[liver]N ul[not]MOD bašû[exist]V x[NA]NA anāku[I]IP ana[to]PRP šīmtu[fate]N ul[not]MOD ṣalālu[lie-(down)]V x[NA]NA šittu[sleep]N ul[not]MOD ṣabātu[seize]V
P395798,x[NA]NA ṣīru[exalted]AJ ša[of]DET šīmtu[fate]N balāṭu[life]N šiāmu[fix]V x[NA]NA ṣīru[exalted]AJ ša[of]DET šīmtu[fate]N balāṭu[life]N šiāmu[fix]V x[NA]NA Sin[1]DN bēlu[lord]N Namra-ṣit[1]DN attī[you]IP x-tim[NA]NA mukinnu[witness]N mazzāzu[position]N x[NA]NA kanūtu[the-cherished]N iltu[goddess]N mātu[land]N muštēširu[one-who-puts-in-order]N nabnītu[creation]N x-a[NA]NA ina[in]PRP zumru[body]N nišu[people]N x-ti[NA]NA ummu[mother]N ilu[god]N rabû[big]AJ x[NA]NA purussû[decision]N kalû[totality]N mimma[anything]XP šumu[name]N x-u[NA]NA Ištar[1]DN kalîš[totally]AV parakku[cult-dais]N x-x[NA]NA ayyābu[enemy]N x[NA]NA ištartu[goddess]N labšu[clothed]AJ namurratu[awe-inspiringly-radiance]N x-hu[NA]NA ana[to]PRP tabrītu[appearance]N lalû[plenty]N malû[full]AJ x-ti[NA]NA alaktu[way]N šūturu[very-great]AJ x-x[NA]NA qātu[hand]N šupqudu[handed-over]AJ ēkallu[palace]N Aššur-ban-apli[1]RN šarru[king]N kiššatu[totality]N šarru[king]N mātu[land]N Aššur[Assyria]GN x[NA]NA māru[son]N Aššur-aha-iddina[1]RN šarru[king]N kiššatu[totality]N šarru[king]N mātu[land]N Aššur[Assyria]GN x-x-ti[NA]NA Sin-ahhe-eriba[1]RN šarru[king]N kiššatu[totality]N šarru[king]N mātu[land]N Aššur[Assyria]GN x[NA]NA ana[to]PRP Sin[1]DN u[and]CNJ Ningal[1]DN taklu[reliable]AJ x[NA]NA ul[not]MOD bâšu[be(come)-ashamed]V Nabu[1]DN x[NA]NA
P395800,x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x-x[NA]NA ina[in]PRP šagāmu[roar]V x[NA]NA x[NA]NA rabû[big]AJ mithāriš[in-the-same-manner]AV x[NA]NA x-bi-it[NA]NA tīlāniš[into-ruin-mounds]AV manû[count]V x-x-e-ti[NA]NA kīma[like]PRP ṭīdu[clay]N ewû[become]V x[NA]NA wardu[slave]N mahru[front]N kamsu[squatting]AJ bēlu[lord]N puluhtu[fear(someness)]N galtu[fearful]AJ mātu[land]N u[and]CNJ nišu[people]N ramû[throw]V bēlu[lord]N galātu[tremble]V maruṣtu[evil]N epēšu[do]V x[NA]NA kīma[like]PRP alû[(an-evil-demon)]N katāmu[cover]V ina[in]PRP īnu[eye]N dimtu[tear]N ul[not]MOD naparkû[cease]V ina[in]PRP bi-x[NA]NA u[and]CNJ tānēhu[moaning]N ūmišam[daily]AV bitrû[be(come)-continuous]V adi[until]PRP mati[when?]QP bēlu[lord]N ina[in]PRP ernittu[triumph]N mātu[land]N sapānu[flatten]V bēlu[lord]N libbu[interior]N galtu[fearful]AJ šamû[heaven]N nâhu[rest]V kabattu[liver]N adru[dark]AJ erṣetu[earth]N pašāhu[cool-down]V ina[in]PRP šakānu[put]V taqribtu[(a-ritual)]N x[NA]NA ina[in]PRP mīsu[washing]N qātu[hand]N x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P395814,māmītu[oath]N māmītu[oath]N paṭāru[loosen]V duppuru[move-away]V nesû[be(come)-distant]V rêqu[be(come)-distant]V māmītu[oath]N šamû[heaven]N tamû[swear]V māmītu[oath]N x[NA]NA tamû[swear]V utukku[(an-evil-demon)]N lemnu[bad]AJ duppuru[move-away]V šēdu[protective-deity]N lemnu[bad]AJ duppuru[move-away]V māmītu[oath]N ēm[whatever]XP x-u₂[NA]NA itû[boundary]N etēqu[proceed]V ina[in]PRP kakku[weapon]N x-šir₃[NA]NA kasû[bind]V ina[in]PRP sapāru[(deity's)-net]N šiptu[incantation]N lā[not]MOD pašāru[release]V eṣēru[draw]V ana[to]PRP sapāru[(deity's)-net]N ai[not]MOD ṭehû[approach]V qû[flax]N x[NA]NA šiptu[incantation]N halāqu[be(come)-lost]V zakāru[speak]V ṭarādu[send-off]V muballû[one-who-extinguishes]N x[NA]NA mūtu[death]N zīqīqu[wind]N ina[in]PRP šiptu[incantation]N KEŠ₂-x[NA]NA ina[in]PRP elû[go-up]V ašāšu[be(come)-distressed]V napištu[throat]N šēdu[protective-deity]N dumqu[goodness]N ina[in]PRP imnu[right-(side-hand)]N x[NA]NA lamassu[(female)-tutelary-deity]N dumqu[goodness]N ina[in]PRP šumēlu[left]N x[NA]NA ilu[god]N bānû[creator]N ašru[place]N balāṭu[life]N u[and]CNJ šalāmu[peace]N izuzzu[stand]V ina[in]PRP ṭuppu[tablet]N x[NA]NA ana[to]PRP tāmartu[view(ing)]N x[NA]NA
P395816,libbu[interior]N ellu[pure]AJ x[NA]NA bēlu[lord]N ša[that]REL libbu[interior]N eliš[above]AV lā[not]MOD x[NA]NA bēlu[lord]N ša[that]REL libbu[interior]N šapliš[below]AV lā[not]MOD x[NA]NA eliš[above]AV u[and]CNJ šapliš[below]AV lā[not]MOD x[NA]NA qadādu[bow-down]V marṣiš[bitterly]AV x[NA]NA ina[in]PRP qātu[hand]N ašuštu[affliction]N šakānu[put]V x[NA]NA
P395818,x[NA]NA x[NA]NA x[NA]NA tānēhu[moaning]N ul[not]MOD kalû[hold-(back)]V x[NA]NA x[NA]NA marṣiš[bitterly]AV i-na-aq-x[NA]NA x[NA]NA x[NA]NA x-i[NA]NA šasû[shout]V x[NA]NA
P395825,anāku[I]IP ana[to]PRP dayyānu[judge]N anāku[I]IP ana[to]PRP dayyānu[judge]N anāku[I]IP ana[to]PRP bēlu[lord]N Mandanu[1]DN ṣīru[exalted]AJ anāku[I]IP ana[to]PRP dayyānu[judge]N anāku[I]IP ana[to]PRP bēlu[lord]N Erabdede[1]TN anāku[I]IP ana[to]PRP dayyānu[judge]N anāku[I]IP ana[to]PRP dayyānu[judge]N Babilu[1]SN anāku[I]IP ana[to]PRP dayyānu[judge]N anāku[I]IP ana[to]PRP dayyānu[judge]N Esaŋila[1]TN anāku[I]IP ana[to]PRP dayyānu[judge]N x[NA]NA x[NA]NA x[NA]NA x[NA]NA kīma[like]PRP labīru[original]N šaṭru[written]AJ barû[seen]AJ ēkallu[palace]N Assurbanipal[1]RN šarru[king]N kiššatu[totality]N šarru[king]N Aššur[Assyria]GN
P395839,x[NA]NA kalû[hold-(back)]V x[NA]NA x[NA]NA kalû[hold-(back)]V x[NA]NA x[NA]NA šumu[name]N zakāru[speak]V x[NA]NA x[NA]NA x[NA]NA x[NA]NA KU[NA]NA x[NA]NA rēmu[womb]N
P395847,x[NA]NA ana[to]PRP Šamaš[1]DN teslītu[appeal]N qabû[say]V ana[to]PRP qarrādu[hero]N eṭlu[young-man]N Šamaš[1]DN teslītu[appeal]N qabû[say]V ana[to]PRP bēlu[lord]N Ebabbar[1]TN teslītu[appeal]N qabû[say]V ana[to]PRP ṭarru[bearded-one]AJ māru[son]N Ningal[1]DN teslītu[appeal]N qabû[say]V ana[to]PRP ša[of]DET parakku[cult-dais]N ellu[pure]AJ teslītu[appeal]N qabû[say]V ana[to]PRP dayyānu[judge]N x[NA]NA teslītu[appeal]N qabû[say]V ana[to]PRP pārisu[one-who-divides]N x[NA]NA teslītu[appeal]N qabû[say]V maṣû[sufficient]AJ adi[until]PRP mati[when?]QP qabû[say]V rabû[big]AJ x[NA]NA
P395863,x[NA]NA x[NA]NA ana[to]PRP wardu[slave]N lip-x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA ahulap[(it-is)-enough!]J qabû[say]V x[NA]NA x[NA]NA MA[NA]NA PA[NA]NA DI[NA]NA x[NA]NA x[NA]NA ahulap[(it-is)-enough!]J qabû[say]V x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA ahulap[(it-is)-enough!]J qabû[say]V x[NA]NA x[NA]NA x[NA]NA BI[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA na-di-x[NA]NA ahulap[(it-is)-enough!]J qabû[say]V x[NA]NA x-i[NA]NA na-di-x[NA]NA ahulap[(it-is)-enough!]J qabû[say]V x[NA]NA x[NA]NA u[and]CNJ tānēhu[moaning]N na-di-x[NA]NA ahulap[(it-is)-enough!]J qabû[say]V ša[of]DET LI[NA]NA BI[NA]NA EN[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA ahulap[(it-is)-enough!]J qabû[say]V maruṣtu[evil]N x[NA]NA ahulap[(it-is)-enough!]J qabû[say]V x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA mati[when?]QP adi[until]PRP mati[when?]QP ahulap[(it-is)-enough!]J qabû[say]V ša[of]DET agāgu[be(come)-furious]V šâlu[ask]V bēlu[lord]N libbu[interior]N šâlu[ask]V nâhu[rest]V bēlu[lord]N libbu[interior]N nâhu[rest]V x[NA]NA x[NA]NA x[NA]NA pašāhu[cool-down]V maruṣtu[evil]N epēšu[do]V kīma[like]PRP ṣubātu[textile]N šahāṭu[tear-away]V lemuttu[evil]N mahāru[face]V kīma[like]PRP qanû[reed]N x[NA]NA x[NA]NA lā[not]MOD abāku[lead-away]V bēlu[lord]N wardu[slave]N lā[not]MOD abāku[lead-away]V eṭlu[young-man]N kīnu[permanent]AJ lā[not]MOD abāku[lead-away]V bēlu[lord]N wardu[slave]N lā[not]MOD abāku[lead-away]V rēʾû[shepherd]N biblu[bringing]N libbu[interior]N lā[not]MOD abāku[lead-away]V bēlu[lord]N wardu[slave]N lā[not]MOD abāku[lead-away]V
P395870,x[NA]NA ana[to]PRP maruṣtu[evil]N x[NA]NA x[NA]NA ana[to]PRP maruṣtu[evil]N x[NA]NA x[NA]NA ana[to]PRP maruṣtu[evil]N x[NA]NA x[NA]NA ana[to]PRP maruṣtu[evil]N x[NA]NA x[NA]NA ana[to]PRP maruṣtu[evil]N x[NA]NA
P395877,x-x-tu₄[NA]NA wašbu[inhabited]AJ teslītu[appeal]N qabû[say]V
P395917,adi[until]PRP mati[when?]QP bēlu[lord]N adi[until]PRP mati[when?]QP qātu[hand]N ṣabātu[seize]V x[NA]NA adi[until]PRP mati[when?]QP x[NA]NA adi[until]PRP mati[when?]QP x[NA]NA adi[until]PRP mati[when?]QP Ellil[1]DN x[NA]NA adi[until]PRP mati[when?]QP x[NA]NA ṣalmu[black]AJ qaqqadu[head]N adi[until]PRP mati[when?]QP x[NA]NA ramānu[self]N adi[until]PRP mati[when?]QP x[NA]NA ummānu[army]N adi[until]PRP mati[when?]QP ša[that]REL ṣalālu[lie-(down)]V sartu[falsehood]N ṣallu[sleeping]AJ adi[until]PRP mati[when?]QP bēlu[lord]N Nippuru[1]SN adi[until]PRP mati[when?]QP adi[until]PRP mati[when?]QP bēlu[lord]N adi[until]PRP mati[when?]QP nakru[enemy]N dannu[strong]AJ gamāru[complete]V mātu[land]N x-ri[NA]NA halāqu[be(come)-lost]V mātu[land]N x[NA]NA mātu[land]N rūqu[distant]AJ nišu[people]N mātu[land]N sapāhu[scatter]V x[NA]NA māhāzu[shrine]N damāmu[wail]V x[NA]NA sapāhu[scatter]V x[NA]NA lawû[surround]V Marduk[1]DN x[NA]NA ikribu[prayer]N x[NA]NA Zarpanitu[1]DN teslītu[appeal]N x[NA]NA Nabu[1]DN ikribu[prayer]N x[NA]NA mārtu[daughter]N rēštû[first]NU ša[of]DET Uraš[1]DN teslītu[appeal]N rubātu[princess]N kīnu[permanent]AJ Tašmetu[1]DN ikribu[prayer]N rubātu[princess]N rabû[big]AJ bēltu[lady]N Nanaya[1]DN teslītu[appeal]N abu[father]N wālidu[one-who-begets]N Enki[1]DN Ninki[1]DN ikribu[prayer]N hīrtu[(equal-ranking)-wife]N narāmtu[loved-one]N ummu[mother]N rabû[big]AJ Ninlil[1]DN teslītu[appeal]N šukkallu[minister]N ṣīru[exalted]AJ mumaʾʾeru[commander]N Nusku[1]DN ikribu[prayer]N x[NA]NA qabû[say]V x[NA]NA qabû[say]V libbu[interior]N nâhu[rest]V qabû[say]V x[NA]NA qabû[say]V x[NA]NA wālittu[one-who-gives-birth]N ašru[place]N x[NA]NA x[NA]NA wālidu[one-who-begets]N ana[to]PRP ašru[place]N x[NA]NA x[NA]NA šaṭru[written]AJ barû[seen]AJ
P395936,bēlu[lord]N puluhtu[fear(someness)]N galtu[fearful]AJ abūbu[flood]N āšišu[encompassing]AJ naspantu[devastation]N x[NA]NA ša[that]REL kīma[like]PRP tiāmtu[sea]N x[NA]NA ša[that]REL kīma[like]PRP mehû[storm]N x[NA]NA muniššu[one-who-shakes]N sehpu[covering]N x[NA]NA mulattû[one-who-shatters]N x[NA]NA
P395943,x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA ma-la[NA]NA x[NA]NA x[NA]NA SI-šu₂[NA]NA x[NA]NA x-IGI[NA]NA x[NA]NA qātu[hand]N ul[not]MOD ṣabātu[seize]V x[NA]NA x[NA]NA ṣabātu[seize]V x[NA]NA ina[in]PRP šērtu[guilt]N x[NA]NA tebû[arise]V taqribtu[(a-ritual)]N šakānu[put]V libbu[interior]N nâhu[rest]V ikribu[prayer]N qabû[say]V kabattu[liver]N pašāhu[cool-down]V ina[in]PRP eršannešakku[(a-lament)]N x-is-su[NA]NA mahāru[face]V arnu[guilt]N paṭāru[loosen]V x-su[NA]NA pašāru[release]V balāṭu[life]N nadānu[give]V napištu[throat]N qiāšu[give]V bēltu[lady]N ana[to]PRP ša[that]REL ṭa-x-ni[NA]NA ana[to]PRP ša[that]REL lā[not]MOD ṭa-x[NA]NA x[NA]NA
P395944,x-um-ma[NA]NA šakānu[put]V lā[not]MOD ṭūbu[goodness]N libbu[interior]N šakānu[put]V lā[not]MOD ṭūbu[goodness]N libbu[interior]N lā[not]MOD nawāru[be(come)-bright]V kabattu[liver]N šakānu[put]V ina[in]PRP bītu[house]N ul[not]MOD waššābu[resident]AJ ina[in]PRP bītu[house]N ul[not]MOD wašbu[inhabited]AJ ina[in]PRP būšu[goods]N ul[not]MOD waššābu[resident]AJ ina[in]PRP aššatu[wife]N ul[not]MOD wašbu[inhabited]AJ ina[in]PRP māru[son]N ul[not]MOD waššābu[resident]AJ x[NA]NA x[NA]NA bītu[house]N nissatu[wailing]N ul[not]MOD ṣalālu[lie-(down)]V x[NA]NA x[NA]NA x[NA]NA ina[in]PRP tarbaṣu[animal-stall]N ul[not]MOD iz-za-az-x[NA]NA x[NA]NA ina[in]PRP ālu[city]N ul[not]MOD a-x[NA]NA
P395983,x[NA]NA x-mi-i[NA]NA ša[of]DET x[NA]NA x[NA]NA x[NA]NA x-ma[NA]NA ul[not]MOD ṣalālu[lie-(down)]V x[NA]NA x[NA]NA x[NA]NA bikītu[weeping]N KI[NA]NA LI[NA]NA IA[NA]NA x[NA]NA x[NA]NA x-AZ[NA]NA tānēhu[moaning]N x[NA]NA x[NA]NA
P395994,x[NA]NA bēlu[lord]N rēmēnû[merciful]AJ ša[of]DET x[NA]NA x[NA]NA x[NA]NA bēlu[lord]N ša[that]REL ina[in]PRP šērtu[morning]N x[NA]NA
P396094,qinnatu[buttocks]N ṣurrutu[continually-farting]AJ pû[mouth]N babbanûtu[excellence]N wabālu[bring]V
P396098,x[NA]NA x[NA]NA x[NA]NA x[NA]NA wardu[slave]N x[NA]NA x[NA]NA mahru[front]N x[NA]NA x[NA]NA
P396317,qātu[hand]N x[NA]NA teslītu[appeal]N qabû[say]V x[NA]NA qātu[hand]N x[NA]NA
P396331,muballû[one-who-extinguishes]N x[NA]NA ina[in]PRP elû[go-up]V ašāšu[be(come)-distressed]V x[NA]NA lā[not]MOD izuzzu[stand]V lā[not]MOD wašābu[sit-(down)]V lā[not]MOD târu[turn]V lā[not]MOD sahāru[go-around]V ašru[place]N lā[not]MOD wadû[know]V māmītu[oath]N rabāṣu[sit]V ašru[place]N pašāhu[cool-down]V lā[not]MOD pašāhu[cool-down]V
P396624,x[NA]NA maruṣtu[evil]N qabû[say]V x[NA]NA x[NA]NA marṣiš[bitterly]AV damāmu[wail]V x[NA]NA
P397225,x[NA]NA x[NA]NA x[NA]NA x-x[NA]NA ṣābu[troops]N x[NA]NA eqlu[field]N x[NA]NA bītu[house]N x[NA]NA sinništu[woman]N x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P397590,x[NA]NA muqallilu[who-belittles]N x[NA]NA kubburu[very-thick-one]N ša[that]REL eqlu[field]N ina[in]PRP alāku[go]V naruqqu[leather-bag]N šuqallulu[hanging-down]AJ sarru[false-one]N murteddû[guide]N ūru[(nakedness-i.e.)-pudenda]N lā[not]MOD kīnu[permanent-one]N šina[two]NU niggallu[sickle]N muttaššû[one-who-supports]N aššatu[wife]N muttaššû[one-who-supports]N māru[son]N sarru[false-one]N lā[not]MOD muttaššû[one-who-supports]N ramānu[self]N Šu-ilišu[1]RN damqu[good]AJ
P397623,ina[in]PRP mutu[husband]N nišu[people]N x[NA]NA māru[son]N wēdu[single]AJ x[NA]NA tuša[it-could-have-been-that]MOD lā[not]MOD a-lit-x[NA]NA x[NA]NA
P397625,qarrādu[hero]N šaqû[high]AJ x[NA]NA Nusku[1]DN šaqû[high]AJ x[NA]NA x[NA]NA
P397648,x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x-MEŠ[NA]NA ša₂[NA]NA wēdiššī-[alone]AV x[NA]NA KUR-x-i[NA]NA i-x-x[NA]NA x[NA]NA x-a-tu₂[NA]NA ṣīru[exalted]AJ rāšû[creditor]N ṣurru[interior]N ša[that]REL ina[in]PRP tāhāzu[battle]N ina[in]PRP mahru[front]N x[NA]NA x-x[NA]NA ašarēdu[first-and-foremost]AJ bēlu[lord]N emūqu[strength]N ša[that]REL ina[in]PRP anantu[battle]N warkatu[rear]N x-x[NA]NA x-a-tu₂[NA]NA ṣīru[exalted]AJ ša[that]REL ina[in]PRP imnu[right-(side-hand)]N alāku[go]V napharu[total]N mimma[anything]XP x[NA]NA x[NA]NA ša[that]REL ina[in]PRP šumēlu[left]N alāku[go]V KUR[NA]NA lā[not]MOD māgiru[submissive-one]N ZAR-ra-x[NA]NA x[NA]NA ṣīru[exalted]AJ ša[that]REL ina[in]PRP qablu[battle]N u[and]CNJ tāhāzu[battle]N tamhuṣu[battle]N kakku[weapon]N etelliš[as-a-lord]AV x[NA]NA x-x-ru[NA]NA ezzu[furious]AJ ša[that]REL mātu[land]N ayyābu[enemy]N x[NA]NA x[NA]NA
P397704,x[NA]NA x[NA]NA AN[NA]NA x[NA]NA x[NA]NA qabû[say]V x[NA]NA anāku[I]IP wardu[slave]N x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P398138,x[NA]NA x[NA]NA x[NA]NA x-šum-ma[NA]NA x[NA]NA x[NA]NA x-ia[NA]NA halāqu[be(come)-lost]V ayyābu[enemy]N x[NA]NA x[NA]NA bēlūtu[rule]N nišu[people]N x[NA]NA
P398189,x[NA]NA x[NA]NA x[NA]NA x[NA]NA ul[not]MOD pašāhu[cool-down]V x[NA]NA ul[not]MOD nâhu[rest]V x[NA]NA wāšipu[exorcist]N ul[not]MOD edû[know]V x[NA]NA ul[not]MOD nâhu[rest]V ina[in]PRP ṣimdu[binding]N ul[not]MOD nâhu[rest]V x-gi[NA]NA ellu[pure]AJ ul[not]MOD nâhu[rest]V x[NA]NA ul[not]MOD pašāhu[cool-down]V x-ta[NA]NA GIŠ-ni-ih[NA]NA x[NA]NA x[NA]NA mātu[land]N x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P398220,x[NA]NA ṣerhu[shout]N qabû[say]V x[NA]NA kalûtu[lamentation-priesthood]N x[NA]NA x[NA]NA ina[in]PRP tānēhu[moaning]N ina[in]PRP tānēhu[moaning]N x[NA]NA x[NA]NA na-šu-x[NA]NA x[NA]NA ina[in]PRP bītu[house]N AN-gu-la[NA]NA x[NA]NA x[NA]NA Anu[1]DN u[and]CNJ Antu[1]DN x[NA]NA x[NA]NA ṣerhu[shout]N qabû[say]V
P398519,bēltu[lady]N ana[to]PRP wardu[slave]N x[NA]NA gillatu[sin]N ma-aʾ-da-x[NA]NA Ninigizibara[1]DN x[NA]NA salāmu[be(come)-at-peace]V qabû[say]V itti[with]PRP salāmu[be(come)-at-peace]V balāṭu[life]N qabû[say]V
P398521,x[NA]NA x[NA]NA x[NA]NA x[NA]NA DA[NA]NA AD[NA]NA KI[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA leqû[take]V utnēnu[supplication]N x[NA]NA ahulap[(it-is)-enough!]J qabû[say]V x[NA]NA ahulap[(it-is)-enough!]J qabû[say]V
P398589,kīma[like]PRP labīru[original]N šaṭru[written]AJ barû[seen]AJ ēkallu[palace]N Assurbanipal[1]RN šarru[king]N kiššatu[totality]N šarru[king]N Aššur[Assyria]GN
P398626,x[NA]NA kabattu[liver]N x[NA]NA ina[in]PRP šakānu[put]V taqribtu[(a-ritual)]N x[NA]NA ina[in]PRP mīsu[washing]N qātu[hand]N ellu[pure]AJ x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P398738,kīma[like]PRP labīru[original]N šaṭru[written]AJ barû[seen]AJ ēkallu[palace]N Assurbanipal[1]RN šarru[king]N kiššatu[totality]N šarru[king]N Aššur[Assyria]GN
P398947,x[NA]NA šaṭru[written]AJ barû[seen]AJ ēkallu[palace]N Assurbanipal[1]RN šarru[king]N kiššatu[totality]N šarru[king]N Aššur[Assyria]GN
P399046,x[NA]NA x[NA]NA x[NA]NA x-x-um[NA]NA za-nin-x[NA]NA x[NA]NA balāṭu[life]N qiāšu[give]V x[NA]NA kīma[like]PRP labīru[original]N šaṭru[written]AJ barû[seen]AJ ēkallu[palace]N Assurbanipal[1]RN šarru[king]N kiššatu[totality]N šarru[king]N mātu[land]N Aššur[Assyria]GN
P399268,x[NA]NA x[NA]NA maruṣtu[evil]N epēšu[do]V x[NA]NA
P399428,kīma[like]PRP labīru[original]N šaṭru[written]AJ barû[seen]AJ
P399514,x[NA]NA šamû[heaven]N u[and]CNJ erṣetu[earth]N
P399538,x[NA]NA x-sa[NA]NA malû[be(come)-full]V x-x-sa[NA]NA x[NA]NA x[NA]NA qabû[say]V x[NA]NA x[NA]NA x[NA]NA x[NA]NA ZU[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P399553,ištarītu[(a-priestess)]N x[NA]NA
P400308,qātu[hand]N eliš[above]AV KU-x[NA]NA
P400330,ki-x[NA]NA kīniš[reliably]AV nap-x[NA]NA
P400349,x[NA]NA x[NA]NA x[NA]NA arnu[guilt]N x[NA]NA bēlu[lord]N x[NA]NA x[NA]NA arnu[guilt]N x[NA]NA arnu[guilt]N edû[know]V lā[not]MOD edû[know]V x[NA]NA arnu[guilt]N abu[father]N abu[father]N x[NA]NA x[NA]NA
P400369,x-UG[NA]NA mannu[who?]QP U₂[NA]NA x[NA]NA x[NA]NA x[NA]NA pašāru[release]V x[NA]NA x[NA]NA balāṭu[life]N qabû[say]V x[NA]NA libbu[interior]N nâhu[rest]V x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P400702,x-mu-um[NA]NA x[NA]NA x-pu-uš[NA]NA x[NA]NA bakû[weep]V x[NA]NA bakû[weep]V x[NA]NA
P401280,x-x[NA]NA ramānu[self]N pašāhu[cool-down]V
P401327,na-ak-ka-x[NA]NA ina[in]PRP uggatu[rage]N ŠA₃-x[NA]NA ana[to]PRP napištu[throat]N x[NA]NA mutu[husband]N ana[to]PRP pa-ni-x[NA]NA māru[son]N wēdu[single]AJ x[NA]NA ma-ak-ku-x[NA]NA
P401363,x[NA]NA x[NA]NA x[NA]NA ikribu[prayer]N x[NA]NA x[NA]NA x[NA]NA
P402193,x[NA]NA ṣerhu[shout]N qabû[say]V x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P402200,x[NA]NA x-ra[NA]NA eli[on]PRP x[NA]NA bēlu[lord]N wardu[slave]N x[NA]NA x[NA]NA ARAD-x[NA]NA x[NA]NA
P402293,qātu[hand]N našû[lift]V teslītu[appeal]N qabû[say]V x-x[NA]NA qātu[hand]N x[NA]NA
