id_text,lemma
P357095,šatû[drink]V ina[in]PRP rabbûtu[greatness]N wašābu[sit-(down)]V x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA ṭēmu[(fore)thought]N maṭû[small]AJ lētu[cheek]N u₂-kal-x[NA]NA ana[to]PRP peršaʾu[flea]N kitû[flax]N tarṣu[stretched-out]AJ ana[to]PRP lamṣu[(a-big-fly)]N i-aš-rin-na[NA]NA mahṣu[beaten]AJ ana[to]PRP pizallurtu[gecko]N šutummu[storehouse]N epšu[built]AJ arabû[(edible-water-fowl)]N ša[that]REL ina[in]PRP simānu[(right)-occasion]N lā[not]MOD akālu[eat]V laqātu[gather-up]V ṭabāhu[slaughter]V šahû[pig]N laqātu[gather-up]V gamāru[complete]V iṣu[tree]N ta-aš-x[NA]NA kīma[like]PRP erû[grindstone]N x[NA]NA ša[that]REL pû[mouth]N maṭû[small]AJ aššatu[wife]N amtu[maid]N pû[mouth]N itti[with]PRP awīlu[man]N šanānu[rival]V pû[mouth]N itti[with]PRP awīlu[man]N manû[count]V ana[to]PRP tabrītu[appearance]N mātu[land]N ina[in]PRP ālu[city]N waṣû[go-out]V alāku[go]V ul[not]MOD anāhu[be(come)-tired]V dâlu[move]V ul[not]MOD ṣalālu[lie-(down)]V x-ra-ti[NA]NA x-x[NA]NA ša[that]REL x-x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P357098,x[NA]NA x[NA]NA ta[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA ilittu[birth]N lītu[cow]N rabû[big]AJ mārūtu[status-of-son]N x[NA]NA Nunamnir[1]DN rihûtu[progeny]N ezzu[furious]AJ ina[in]PRP Engurru[1]GN bītu[house]N Ea[1]DN Nudimmud[1]DN x-x[NA]NA Ea[1]DN ina[in]PRP Apsû[1]GN melemmu[fearsome-radiance]N ṣīru[exalted]AJ zaʾānu[be-adorned]V tarbītu[enlargement]N x-x[NA]NA Nergal[1]DN gašru[strong-one]N ahu[brother]N mukannišu[subjugator]N zāʾeru[hostile]N x[NA]NA ina[in]PRP Ekur[1]TN etellūtu[supremacy]N nadānu[give]V šalummatu[radiance]N ez-ze-x[NA]NA qarrādu[hero]N ša[that]REL melemmu[fearsome-radiance]N ṣīru[exalted]AJ našû[lifted]AJ nam-ri-x[NA]NA ašarēdu[pre-eminent-one]N ša[of]DET pānu[front]N banû[good]AJ pû[mouth]N emmu[hot]AJ Girra[1]DN ezzu[furious]AJ x[NA]NA māru[son]N kunnû[cared-for]AJ narāmu[loved-one]N libbu[interior]N Ellil[1]DN pāqidu[carer]N rabû[big]AJ x[NA]NA etellu[lord]N ilu[god]N rabû[big]AJ ša[that]REL puluhtu[fear(someness)]N u[and]CNJ šalummatu[radiance]N x[NA]NA mamlu[impetuous-one]N Anunnaku[1]DN ša[that]REL šalummatu[radiance]N ezzu[furious]AJ x[NA]NA bēlu[lord]N nāšû[bearer]N rēšu[head]N ṣīru[exalted]AJ narāmu[loved-one]N Ekur[1]TN ša[that]REL zikru[utterance]N šumu[name]N x[NA]NA šaqû[high-one]N ilu[god]N rabû[big]AJ ša[that]REL šipṭu[judgement]N u[and]CNJ purussû[decision]N x[NA]NA ušumgallu[great-dragon]N ṣīru[exalted]AJ tābiku[one-who-pours]N imtu[poison]N eli[on]PRP x[NA]NA x-x-x[NA]NA šunnû[changed]AJ binītu[creation]N nanduru[very-wild]AJ gallû[(a-demon)]N šamru[furious]AJ imna[on-the-right]AV u[and]CNJ x[NA]NA i-x[NA]NA arraku[very-long]AJ ša[that]REL mehṣu[blow]N šutātû[positioned-opposite-one-another]AJ lemnu[bad-one]N ina[in]PRP idu[arm]N x[NA]NA Nergal[1]DN rabû[big]AJ ša[that]REL ana[to]PRP rigmu[voice]N šēpu[foot]N bītu[house]N edlu[shut]AJ x[NA]NA bēlu[lord]N muttalliku[mobile-one]N mūšu[night]N ša[that]REL da-x-x-x[NA]NA edlu[shut]AJ ramānu[self]N petû[open]V x[NA]NA qarrādu[hero]N ša[that]REL qinnāzu[whip]N x-x-x[NA]NA qabû[say]V rigmu[voice]N x[NA]NA x[NA]NA x[NA]NA x[NA]NA x-x-lu[NA]NA ša[that]REL dannūtu[strength]N kīma[like]PRP šuttu[dream]N ṣerru[socket-for-doorpost]N x[NA]NA qarrādu[hero]N ayyābu[enemy]N Ekur[1]TN nakru[enemy]N Duranki[1]TN attā[you]IP x-x[NA]NA x-u₂[NA]NA galtu[fearful]AJ Girra[1]DN ezzu[furious]AJ ša[that]REL qablu[battle]N x[NA]NA x[NA]NA sāpinu[one-that-flattens]N mātu[land]N lā[not]MOD māgiru[submissive-one]N x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA aširtu[check]N LU[NA]NA x[NA]NA x[NA]NA aširtu[check]N x[NA]NA ana[to]PRP aširtu[check]N u₂-x-x[NA]NA x[NA]NA ul[not]MOD qatû[ended]AJ ēkallu[palace]N x-DU₃-IBILA[NA]NA x[NA]NA x[NA]NA Tašmetu[1]DN uznu[ear]N rapšu[wide]AJ šarāku[present]V ahāzu[take]V x[NA]NA x[NA]NA āliku[goer]N mahru[front]N x-x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P357107,x[NA]NA ṣayyahu[enjoyable]AJ x[NA]NA x[NA]NA lā[not]MOD x[NA]NA ana[to]PRP x[NA]NA x[NA]NA ana[to]PRP x[NA]NA x[NA]NA x[NA]NA x-x[NA]NA ta-aš-šu-ru-šim-ma[NA]NA x[NA]NA ina[in]PRP ṣehēru[be(come)-small]V nazāqu[creak]V x[NA]NA ihzu[learning]N šūturu[very-great]AJ x[NA]NA narû[stele]N x[NA]NA si-x-x[NA]NA ṭupšarrūtu[scribal-art]N x[NA]NA
P357112,MIN[NA]NA x[NA]NA rēšu[head]N ṭupšarrūtu[scribal-art]N x-x-ku[NA]NA ištēn[one]NU šū[he]IP ri-gim-x[NA]NA šūši[sixty]NU kânu[be(come)-permanent]V nibītu[naming]N edû[know]V ina[in]PRP šumerû[a-Sumerian]EN mala[as-much-as]PRP ahāzu[take]V katimtu[secret]N kīam[so]AV šeṭû[spread-out]V x[NA]NA INIM[NA]NA BAL-E-DA[NA]NA wabālu[bring]V eliš[above]AV ak-ka-x[NA]NA šapliš[below]AV šumerû[a-Sumerian]EN eliš[above]AV ak-ka-x[NA]NA eliš[above]AV šumerû[a-Sumerian]EN x[NA]NA pūhtu[item-of-exchange]N egru[transverse-one]N kaṣru[firmly-joined-one]N šumerû[a-Sumerian]EN x-x[NA]NA šulūšā[three-each]NU ša[that]REL Akkadû[from-Akkade]EN ana[to]PRP ešēru[go-well]V lā[not]MOD naṭû[suitable]AJ x[NA]NA uhhurtu[rear-bar]N watartu[excess]N gamertu[completeness]N šushurtu[non-indicative]N x-x-x[NA]NA marû[fattened]AJ hamṭu[quick]N ša[that]REL x-x[NA]NA lā[not]MOD išû[have]V šullušu[trebled]AJ x[NA]NA anāku[I]IP attā[you]IP šu-x[NA]NA x-eš[NA]NA annîš[here]AV x[NA]NA x[NA]NA x-eš[NA]NA GIŠ-x[NA]NA x[NA]NA x-ka[NA]NA lā[not]MOD x[NA]NA ana[to]PRP bābu[gate]N lā[not]MOD tur-x[NA]NA x-ti[NA]NA wašābu[sit-(down)]V lū[may]MOD kan-x[NA]NA x-x[NA]NA libbu[interior]N wabālu[bring]V damāqu[be(come)-good]V rašû[acquire]V la-mas-x[NA]NA hišihtu[requirement]N ēkallu[palace]N
P357115,x[NA]NA be-li[NA]NA x[NA]NA x[NA]NA x-ti[NA]NA ar-x[NA]NA x-šu₂[NA]NA nam-ru[NA]NA ina[NA]NA ap-si-i[NA]NA par-ṣi[NA]NA ez-zu-ti[NA]NA le-qu-u[NA]NA pu-luh-ti[NA]NA me-lam-me[NA]NA {d}a-nu-um[NA]NA ina[NA]NA qe₂-reb[NA]NA AN-e[NA]NA ana[NA]NA ši-rik-ti[NA]NA iš-ruk-šu₂[NA]NA {d}a-nun-na-ki[NA]NA DINGIR-MEŠ[NA]NA GAL-MEŠ[NA]NA u₂-ul[NA]NA iʾ-ir-ru-šu₂[NA]NA be-lu₅[NA]NA a-bu-ba-niš[NA]NA ib-ta-ʾ[NA]NA {d}MIN[NA]NA mu-ab-bit[NA]NA du-ri[NA]NA KUR[NA]NA nu-kur₂-tim[NA]NA a-bu-ba-niš[NA]NA ib-ta-ʾ[NA]NA ki-ma[NA]NA u₄-me[NA]NA ina[NA]NA i-šid[NA]NA AN-e[NA]NA ud-da-az-za-am[NA]NA a-lak-šu₂[NA]NA ina[NA]NA a-mat[NA]NA {d}EN.LIL₂[NA]NA a-na[NA]NA E₂.KUR[NA]NA ina[NA]NA na-aš₂-ku-ni[NA]NA qar-ra-du[NA]NA DINGIR-MEŠ[NA]NA ma-a-ta[NA]NA ina[NA]NA sa-pa-ni[NA]NA a-na[NA]NA ni-ip-pu₂-ri[NA]NA ni-si-iš[NA]NA la[NA]NA ṭe-he-e[NA]NA {d}MIN[NA]NA suk-kal-lu[NA]NA ṣi-i-ru[NA]NA ša₂[NA]NA {d}MIN[NA]NA ina[NA]NA E₂.KUR[NA]NA uš-tam-hir-šu₂[NA]NA ana[NA]NA be-li[NA]NA {d}MIN[NA]NA šul-ma[NA]NA i-qab-bi[NA]NA be-lu₅[NA]NA qar-ra-da-at[NA]NA šuk-lu-lat[NA]NA ana[NA]NA ra-ma-ni-ka[NA]NA u₂-zu-un-ka[NA]NA {d}MIN[NA]NA qar-ra-da-at[NA]NA šuk-lu-lat[NA]NA ana[NA]NA ra-ma-ni-ka[NA]NA u₂-zu-un-ka[NA]NA pu-luh-ti[NA]NA me-lam-me-ka[NA]NA E₂[NA]NA {d}+ENLIL₂[NA]NA ki-ma[NA]NA ṣu₂-ba-ti[NA]NA ik-tum₃[NA]NA nar-kab-ta-ka[NA]NA ana[NA]NA ri-gim[NA]NA ra-me-me-ša₂[NA]NA ina[NA]NA a-la-ki-ka[NA]NA AN-u₂[NA]NA x[NA]NA KI-tim[NA]NA i-nu-uš-šu₂[NA]NA a-na[NA]NA ni-iš[NA]NA i-di-ka[NA]NA ṣil-lu[NA]NA ta-ri-iṣ[NA]NA {d}a-nun-na-ki[NA]NA DINGIR-MEŠ[NA]NA GAL-MEŠ[NA]NA a-di[NA]NA ša₂-a-ri[NA]NA i-tar-ru[NA]NA a-ba-ka[NA]NA ina[NA]NA šub-ti-šu₂[NA]NA la[NA]NA tu-gal-lat[NA]NA {d}MIN[NA]NA ina[NA]NA šub-ti-šu₂[NA]NA la[NA]NA tu-gal-lat[NA]NA {d}a-nun-na-ki[NA]NA ina[NA]NA šu-bat[NA]NA MIN[NA]NA la[NA]NA tu-ra-ar[NA]NA a-ba-ka[NA]NA a-na[NA]NA i-di[NA]NA qar-ra-du-ti-ka[NA]NA qiš-ta[NA]NA li-qiš-ka[NA]NA {d}MIN[NA]NA a-na[NA]NA i-di[NA]NA qar-ra-du-ti-ka[NA]NA qiš-ta[NA]NA li-qiš-ka[NA]NA šar-ru[NA]NA rap-pu[NA]NA {d}a-nim[NA]NA a-ša₂-red[NA]NA DINGIR-MEŠ[NA]NA u₂-ma-aš₂[NA]NA {d}+ENLIL₂[NA]NA šik-na-at[NA]NA na-piš-ti[NA]NA E₂.KUR[NA]NA qar-ra-du[NA]NA ša-di-i[NA]NA ša₂[NA]NA ta-na-ru[NA]NA x[NA]NA DINGIR[NA]NA iš-tin[NA]NA la[NA]NA u₂-ma-ʾa-ru-ma[NA]NA x-i[NA]NA ša₂[NA]NA ta-na-ru[NA]NA x[NA]NA u₂-ma-ʾa-ru-ma[NA]NA
P357117,ṭupšarru[scribe]N ma-ra-x[NA]NA sanāqu[check]V x[NA]NA bītu[house]N ṭuppu[tablet]N x-UD-man-ni[NA]NA x[NA]NA wašbu[inhabited]AJ x[NA]NA edû[know]V x-u₂[NA]NA x[NA]NA edû[know]V ṭupšarrūtu[scribal-art]N x[NA]NA urru[daytime]N libbu[interior]N x[NA]NA ṭupšarrūtu[scribal-art]N isqu[share]N da-x[NA]NA nawru[bright]AJ hišihtu[requirement]N ēkallu[palace]N ēkallu[palace]N {m}{d}x[NA]NA Aššur[Assyria]GN
P357119,x[NA]NA ālu[city]N qinnu[nest]N qanānu[nest]V x[NA]NA pašāru[release]V x[NA]NA Ninurtak[1]DN x[NA]NA erēbu[enter]V x[NA]NA Ninnibruk[1]DN x[NA]NA qabû[say]V x[NA]NA qabû[say]V
P357120,sakku[blocked]AJ ruššušu[heated-up]AJ adāru[be(come)-afraid-(of)]V x[NA]NA x[NA]NA šemû[hear]V x[NA]NA patnu[tough]AJ ul[not]MOD rabābu[be(come)-weak]V annû[this]DP masnaqtu[inspection]N ul[not]MOD nasāsu[lament]V lā[not]MOD adāru[be(come)-afraid-(of)]V lā[not]MOD taš-x-i[NA]NA tēkītu[complaint]N pû[mouth]N lā[not]MOD malû[full]AJ uznu[ear]N ana[to]PRP bābu[gate]N lā[not]MOD turru[turned]AJ ana[to]PRP ṭupšarrūtu[scribal-art]N wašābu[sit-(down)]V lū[may]MOD kanšu[submissive]AJ mūšu[night]N u[and]CNJ urru[daytime]N libbu[interior]N wabālu[bring]V x[NA]NA isqu[share]N damāqu[be(come)-good]V rašû[acquire]V lamassu[(female)-tutelary-deity]N igû[eye]N nawru[bright]AJ hišihtu[requirement]N ēkallu[palace]N x[NA]NA šarru[king]N Aššur[Assyria]GN x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P357121,x[NA]NA kīniš[reliably]AV kânu[be(come)-permanent]V x[NA]NA edû[know]V x-x-ne[NA]NA x-x[NA]NA
P357124,hīpu[break(age)]N eššu[new]AJ x[NA]NA hīpu[break(age)]N eššu[new]AJ x[NA]NA
P357125,ina[in]PRP puhru[assembly]N ummiānu[craftsman]N x[NA]NA alāku[go]V māru[son]N wašābu[sit-(down)]V x[NA]NA gana[come-on]J qabû[say]V pe-x[NA]NA ištu[from]PRP ūmu[day]N ṣehēru[be(come)-small]V adi[until]PRP x[NA]NA ina[in]PRP bītu[house]N ṭuppu[tablet]N x[NA]NA ṭupšarrūtu[scribal-art]N ahāzu[take]V x[NA]NA mīnû[what?]QP x[NA]NA mīnû[what?]QP x[NA]NA gana[come-on]J lu-x-x[NA]NA gana[come-on]J lu-x[NA]NA ša₂-la-x-x[NA]NA
P357129,x[NA]NA eršahungû[(an-Emesal-cult-lament)]N ana[to]PRP x[NA]NA eršahungû[(an-Emesal-cult-lament)]N ana[to]PRP Nergal[1]DN eršahungû[(an-Emesal-cult-lament)]N ana[to]PRP x[NA]NA eršahungû[(an-Emesal-cult-lament)]N ana[to]PRP x[NA]NA ana[to]PRP Nusku[1]DN riksu[binding]N rakāsu[bind]V taqribtu[(a-ritual)]N eršemmakku[(an-Emesal-cult-lament)]N eršahungû[(an-Emesal-cult-lament)]N ana[to]PRP Nusku[1]DN
P357130,x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA labābu[rage]V abūbu[flood]N x[NA]NA mehû[storm]N sâru[rotate]V x[NA]NA qardammu[enemy]N barāqu[lighten]V x[NA]NA petû[open]V idu[arm]N mamman[somebody]XP x[NA]NA x[NA]NA šapālu[be(come)-low]V šadādu[drag]V x[NA]NA
P357131,x-ti[NA]NA ana[to]PRP ālu[city]N nesû[far]AJ x[NA]NA libbu[interior]N ilu[god]N lummunu[very-bad]AJ x[NA]NA šadû[mountain]N rabû[big]AJ x[NA]NA nūru[light]N x[NA]NA *[NA]NA *[NA]NA *[NA]NA *[NA]NA *[NA]NA *[NA]NA *[NA]NA *[NA]NA i-šaṭ-ṭa-ru[NA]NA *[NA]NA *[NA]NA {d}NIN.LIL₂[NA]NA *[NA]NA ez-zi-iš[NA]NA lis-ki-pu-šu₂-ma[NA]NA *[NA]NA *[NA]NA *[NA]NA *[NA]NA li-hal-li-qu[NA]NA
P357137,x[NA]NA ana[to]PRP šūši[sixty]NU kânu[be(come)-permanent]V ni-bit-x[NA]NA ahāzu[take]V katimtu[secret]N kīam[so]AV še-x[NA]NA x[NA]NA Akkadû[from-Akkade]EN eliš[above]AV šu-x[NA]NA
P357142,x[NA]NA ṣulūlu[roof]N kibru[riverbank]N x[NA]NA kalû[totality]N dadmū[villages]N x[NA]NA rīmu[wild-bull]N rabṣu[recumbent]AJ x[NA]NA
P357172,giṭṭu[oblong-tablet]N Šamaš-nasir[1]PN
P357175,x[NA]NA gi₄-x[NA]NA ana[to]PRP x-x[NA]NA mimma[anything]XP lem-x[NA]NA iš-ta-x[NA]NA ana[to]PRP mu-ka-AB-x[NA]NA kišādu[neck]N ai[not]MOD ik-ka-x[NA]NA ana[to]PRP Ningišzida[1]DN balāṭu[live]V ai[not]MOD qabû[say]V bābu[gate]N ai[not]MOD bâʾu[go-along]V ana[to]PRP muterru[(re)turner]N gimillu[requital]N gimillu[requital]N târu[turn]V Luma[1]DN ša[that]REL egerrû[utterance]N damqu[good]AJ damāqu[be(come)-good]V šakānu[put]V šību[old-one]N kīma[like]PRP x[NA]NA serqu[strewn-offering]N la[NA]NA x-x[NA]NA DA[NA]NA x[NA]NA x[NA]NA lā[not]MOD x[NA]NA x[NA]NA x[NA]NA x[NA]NA ana[to]PRP x[NA]NA palāsu[look-at]V palāsu[look-at]V x[NA]NA ana[to]PRP zunnu[rain]N x-x[NA]NA Ellil[1]DN ana[to]PRP ālu[city]N ša[that]REL šīmtu[fate]N ar-x[NA]NA palāsu[look-at]V ikkaru[farmer]N ša[that]REL i-nam-x-x[NA]NA mīnû[what?]QP ip-pe₂-x[NA]NA ūmu[day]N erēpu[cloud-over]V šamû[rain]N ul[not]MOD x[NA]NA šamû[rain]N zanānu[rain]V šēnu[sandal]N ul[not]MOD ip-x[NA]NA Idiglat[1]WN ina[in]PRP qību[command]N x-x[NA]NA ugāru[(communally-controlled)-meadow]N ul[not]MOD im-x[NA]NA x[NA]NA x[NA]NA IB-TI[NA]NA x[NA]NA x[NA]NA zunnu[rain]N x[NA]NA ana[to]PRP x[NA]NA ul[not]MOD ID-x[NA]NA Ellil[1]DN ana[to]PRP x-x[NA]NA u₂-x-x[NA]NA
P357204,x[NA]NA lū[may]MOD ramû[thrown]AJ x[NA]NA lū[may]MOD elû[high]AJ x[NA]NA ašarēdu[pre-eminent-one]N x[NA]NA ina[in]PRP bītu[house]N x[NA]NA šaqû[high-one]N kisurrû[border]N ālu[city]N lū[may]MOD x[NA]NA mātu[land]N x[NA]NA ilu[god]N x[NA]NA kanāšu[bow-down]V x[NA]NA qanānu[nest]V x[NA]NA x[NA]NA x[NA]NA x[NA]NA Ninkarnuna[1]DN x[NA]NA kaṣû[cold]AJ ina[in]PRP salāhu[sprinkle]V x[NA]NA bâʾu[go-along]V x[NA]NA palāsu[look-at]V x[NA]NA Ninnibruk[1]DN x[NA]NA qabû[say]V x[NA]NA qabû[say]V x[NA]NA šūpû[made-apparent]AJ x[NA]NA malû[be(come)-full]V x[NA]NA
P357277,ṭupšarru[scribe]N x[NA]NA alāku[go]V māru[son]N wašābu[sit-(down)]V ina[in]PRP šap-li-x[NA]NA ištu[from]PRP ūmu[day]N ṣehēru[be(come)-small]V adi[until]PRP meṭlūtu[manhood]N x[NA]NA ṭupšarrūtu[scribal-art]N ahāzu[take]V x[NA]NA mīnû[what?]QP ša[that]REL x[NA]NA mīnû[what?]QP x[NA]NA x[NA]NA gana[come-on]J šâlu[ask]V qabû[say]V gana[come-on]J qabû[say]V x[NA]NA šâlu[ask]V qabû[say]V qabû[say]V x[NA]NA ul[not]MOD apālu[pay]V ammīni[why?]AV x[NA]NA rēšu[head]N ṭupšarrūtu[scribal-art]N santakku[triangle]N ištēn[one]NU šū[he]IP x[NA]NA ina[in]PRP šumerû[a-Sumerian]EN mala[as-much-as]PRP ahāzu[take]V katimtu[secret]N x[NA]NA INIM[NA]NA BAL[NA]NA wabālu[bring]V eliš[above]AV Akkadû[from-Akkade]EN x[NA]NA Akkadû[from-Akkade]EN eliš[above]AV šumerû[a-Sumerian]EN x[NA]NA pūhtu[item-of-exchange]N egru[transverse-one]N kaṣru[firmly-joined-one]N x[NA]NA x[NA]NA ša[that]REL Akkadû[from-Akkade]EN ana[to]PRP šu-te-x[NA]NA x[NA]NA watartu[excess]N gamertu[completeness]N šu-x[NA]NA adi[until]PRP x[NA]NA adi[until]PRP mati[when?]QP x[NA]NA adi[until]PRP mati[when?]QP x[NA]NA adi[until]PRP mati[when?]QP x[NA]NA adi[until]PRP mati[when?]QP x[NA]NA mešṭû[drying-(process)]N sa-ha-x[NA]NA x[NA]NA šapṣu[recalcitrant]AJ lā[not]MOD x[NA]NA patnu[tough]AJ x[NA]NA annû[this]DP masnaqtu[inspection]N ul[not]MOD nasāsu[lament]V lā[not]MOD adāru[be(come)-afraid-(of)]V lā[not]MOD taš-x[NA]NA x[NA]NA x[NA]NA x[NA]NA uznu[ear]N x[NA]NA ana[to]PRP ṭupšarrūtu[scribal-art]N x[NA]NA mūšu[night]N u[and]CNJ urru[daytime]N x[NA]NA ṭupšarrūtu[scribal-art]N isqu[share]N damāqu[be(come)-good]V rašû[acquire]V x[NA]NA hišihtu[requirement]N x[NA]NA x[NA]NA ṭupšarrūtu[scribal-art]N ummu[mother]N lâṭu[confined]AJ x[NA]NA ṭuppu[tablet]N Anu-ahhe-iddina[1]PN māru[son]N Anu-belšunu[1]PN līpu[descendant]N x[NA]NA Anu[1]DN u[and]CNJ Antu[1]DN Uruk[of-Uruk]EN šaṭāru[written-document]N Ibluṭ-Anu[1]PN x[NA]NA Uruk[of-Uruk]EN Uruk[1]SN Nisannu[1]MN UD.19.KAM[NA]NA x[NA]NA
P363616,x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA mu[NA]NA x[NA]NA x[NA]NA ina[in]PRP DU-x[NA]NA x[NA]NA hal-x-x[NA]NA ina[in]PRP mu-x[NA]NA x[NA]NA x[NA]NA ina[in]PRP x[NA]NA ŠI-x[NA]NA a-ME-x[NA]NA x-x[NA]NA ze-x[NA]NA šeʾu[barley]N x[NA]NA mīnû[what?]QP x[NA]NA šeʾu[barley]N uppulu[late-barley]N x[NA]NA mīnû[what?]QP edû[know]V pīqa[on-(one)-occasion]AV mâtu[die]V akālu[eat]V pīqa[on-(one)-occasion]AV a-x[NA]NA lu-x[NA]NA ṭebû[sink]V x[NA]NA karû[be(come)-short]V x[NA]NA nūnu[fish]N ul[not]MOD x[NA]NA ṣubātu[textile]N x[NA]NA mušēlû[that-raises]N x[NA]NA nagāru[joiner]N x[NA]NA ālu[city]N ša[that]REL kakku[weapon]N lā[not]MOD dannu[strong]AJ nakru[enemy]N x[NA]NA x[NA]NA abullu[gate]N ul[not]MOD paṭāru[loosen]V matīma[ever]AV kalbu[dog]N BU-x-x[NA]NA ul[not]MOD u₂-x-x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA
